SA2_2023_V1_00_Origin_CODE,SA2_2023_V1_00_Origin_NAME,SA2_2023_V1_00_Destination_CODE,SA2_2023_V1_00_Destination_NAME,work_2018_Work_at_home,work_2018_Drive_a_private_car_truck_or_van,work_2018_Drive_a_company_car_truck_or_van,work_2018_Passenger_in_a_car_truck_van_or_company_bus,work_2018_Public_bus,work_2018_Train,work_2018_Bicycle,work_2018_Walk_or_jog,work_2018_Ferry,work_2018_Other,work_2018_Total_stated,work_2023_Work_at_home,work_2023_Drive_a_private_car_truck_or_van,work_2023_Drive_a_company_car_truck_or_van,work_2023_Passenger_in_a_car_truck_van_or_company_bus,work_2023_Public_bus,work_2023_Train,work_2023_Bicycle,work_2023_Walk_or_jog,work_2023_Ferry,work_2023_Other,work_2023_Total_stated
140800,Epsom Central-South,126801,Takapuna Central,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,128700,Rosebank Peninsula,0,15,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,131200,Ponsonby East,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,131300,Wynyard-Viaduct,0,24,0,0,12,0,0,0,0,0,45,0,24,0,0,0,0,0,0,0,0,39
140800,Epsom Central-South,131801,Freemans Bay,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,131802,College Hill,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,132400,Victoria Park,0,9,0,0,12,0,0,0,0,0,18,0,12,0,0,12,0,0,0,0,0,33
140800,Epsom Central-South,132700,Hobson Ridge North,0,9,0,0,15,0,0,0,0,0,33,0,9,0,0,6,0,0,0,0,0,21
140800,Epsom Central-South,133200,Queen Street,0,18,0,0,24,0,0,0,0,0,54,0,12,0,0,18,0,0,0,0,0,39
140800,Epsom Central-South,133301,Quay Street-Customs Street,0,27,0,0,15,0,0,0,0,0,57,0,33,0,0,21,0,0,0,0,0,63
140800,Epsom Central-South,133400,Hobson Ridge Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,133500,Grey Lynn East,0,9,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,21
140800,Epsom Central-South,133700,Shortland Street,0,15,0,0,18,0,0,0,0,0,42,0,12,0,0,12,0,0,0,0,0,36
140800,Epsom Central-South,133800,Hobson Ridge South,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,134100,Queen Street South West,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,134200,Mount Albert Central,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,134400,Kingsland,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,134500,Anzac Avenue,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,134800,Auckland-University,0,9,0,0,9,0,0,0,0,0,21,0,9,0,0,9,0,0,0,0,0,24
140800,Epsom Central-South,135100,Symonds Street North West,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,135300,Symonds Street West,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,0,0,0,0,0,6
140800,Epsom Central-South,135800,St Lukes,0,9,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,136001,Eden Terrace,0,9,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,24
140800,Epsom Central-South,136002,Grafton West,0,12,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,136100,Grafton,0,36,0,0,0,0,0,0,0,0,48,0,51,0,6,6,0,0,0,0,0,69
140800,Epsom Central-South,136400,Parnell West,0,24,0,0,15,0,0,0,0,0,48,0,27,0,0,6,0,0,0,0,0,42
140800,Epsom Central-South,136900,Eden Valley,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,15
140800,Epsom Central-South,137701,Mount Eden North East,0,9,0,0,0,0,0,0,0,0,18,0,9,0,0,6,0,0,0,0,0,18
140800,Epsom Central-South,137800,Mount Eden North,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,138100,Balmoral,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,138501,Newmarket,0,36,6,0,24,0,0,0,0,0,75,0,45,6,9,42,0,0,0,0,0,108
140800,Epsom Central-South,138502,Newmarket Park,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,138700,Epsom North,0,21,0,0,0,0,0,0,0,0,24,0,15,0,0,0,0,0,0,0,0,18
140800,Epsom Central-South,138800,Wesley South,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,139000,Mount Eden East,0,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,139300,Maungawhau,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,139400,Remuera West,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,140000,Remuera Waitaramoa,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,140200,Epsom Central-North,0,15,0,0,0,0,0,0,0,0,24,0,9,0,0,0,0,0,0,0,0,15
140800,Epsom Central-South,140300,Mount St John,0,48,0,0,0,0,0,0,0,0,63,0,30,0,0,0,0,0,0,0,0,42
140800,Epsom Central-South,140800,Epsom Central-South,243,12,0,0,0,0,0,6,0,0,267,480,15,9,0,0,0,0,6,0,0,516
140800,Epsom Central-South,141000,Remuera South,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,141500,Epsom East,0,12,0,0,0,0,0,9,0,0,24,0,12,0,0,0,0,0,6,0,0,24
140800,Epsom Central-South,142001,Three Kings South,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,142201,Greenlane North,0,12,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,142600,Royal Oak West (Auckland),0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,143301,Ellerslie Central,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,15
140800,Epsom Central-South,143400,Royal Oak East (Auckland),0,6,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,21
140800,Epsom Central-South,144201,Ellerslie West,0,18,0,0,0,0,0,0,0,0,27,0,21,0,0,0,0,0,0,0,0,24
140800,Epsom Central-South,144800,Ellerslie South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,145000,Onehunga Central,0,12,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,145300,Mount Wellington North West,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,145400,Panmure Glen Innes Industrial,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,145500,Onehunga-Te Papapa Industrial,0,9,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,145600,Te Papapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,145900,Penrose,0,51,12,0,0,0,0,0,0,0,72,0,27,12,0,0,0,0,0,0,0,51
140800,Epsom Central-South,146800,Mangere Bridge,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140800,Epsom Central-South,147400,Sylvia Park,0,9,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,147700,Mount Wellington Industrial,0,15,9,0,0,0,0,0,0,0,24,0,15,6,0,0,0,0,0,0,0,21
140800,Epsom Central-South,147900,Auckland Airport,0,36,9,0,6,0,0,0,0,0,54,0,42,12,0,0,0,0,0,0,6,63
140800,Epsom Central-South,149600,Otahuhu Industrial,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,150101,Otahuhu Central,0,6,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,9
140800,Epsom Central-South,152300,East Tamaki,0,24,6,0,0,0,0,0,0,0,33,0,24,0,0,0,0,0,0,0,0,27
140800,Epsom Central-South,152700,Middlemore,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,12
140800,Epsom Central-South,155500,Manukau Central,0,9,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,15
140800,Epsom Central-South,156000,Botany Junction,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
140800,Epsom Central-South,157600,Wiri West,0,12,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,117300,Albany Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,118600,North Harbour,0,18,6,0,0,0,0,0,0,0,24,0,15,0,0,0,0,0,0,0,0,15
140901,Lynfield Central,118800,Westgate Central,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,123500,Wairau Valley,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,139300,Maungawhau,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,125100,Henderson Lincoln East,0,9,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,12
140901,Lynfield Central,126601,Takapuna West,0,9,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,126801,Takapuna Central,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,127500,Henderson Central,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,128700,Rosebank Peninsula,0,30,0,0,0,0,0,0,0,0,33,0,24,0,0,0,0,0,0,0,0,24
140901,Lynfield Central,131300,Wynyard-Viaduct,0,12,0,0,18,0,0,0,0,0,33,0,12,0,0,9,0,0,0,0,0,24
140901,Lynfield Central,131600,Grey Lynn North,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,131801,Freemans Bay,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,131900,Mount Albert West,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,132400,Victoria Park,0,9,0,0,6,0,0,0,0,0,18,0,12,0,0,6,0,0,0,0,0,21
140901,Lynfield Central,132700,Hobson Ridge North,0,9,0,0,9,0,0,0,0,0,21,0,12,0,0,12,0,0,0,0,0,24
140901,Lynfield Central,133100,Avondale Central (Auckland),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,133200,Queen Street,0,18,0,0,24,0,0,0,0,0,45,0,9,0,0,12,0,0,0,0,0,24
140901,Lynfield Central,133301,Quay Street-Customs Street,0,21,0,0,9,0,0,0,0,0,33,0,9,0,0,12,0,0,0,0,0,24
140901,Lynfield Central,133500,Grey Lynn East,0,9,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,133700,Shortland Street,0,9,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,133900,New Lynn Central,0,15,6,0,0,0,0,0,0,0,24,0,12,0,0,0,0,0,0,0,0,21
140901,Lynfield Central,134100,Queen Street South West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,134200,Mount Albert Central,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,134800,Auckland-University,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,135000,Avondale South (Auckland),0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,135100,Symonds Street North West,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,135300,Symonds Street West,0,6,0,0,6,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,135800,St Lukes,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,136001,Eden Terrace,0,12,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,12
140901,Lynfield Central,136002,Grafton West,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,136100,Grafton,0,21,0,0,0,0,0,0,0,0,27,0,24,0,0,0,0,0,0,0,0,30
140901,Lynfield Central,136400,Parnell West,0,15,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12
140901,Lynfield Central,136900,Eden Valley,0,9,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,21
140901,Lynfield Central,137701,Mount Eden North East,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,138501,Newmarket,0,18,0,0,0,0,0,0,0,0,24,0,18,0,0,0,0,0,0,0,0,27
140901,Lynfield Central,138502,Newmarket Park,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,138800,Wesley South,0,12,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,21
140901,Lynfield Central,138901,Blockhouse Bay South,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,139400,Remuera West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140901,Lynfield Central,139501,Blockhouse Bay East,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,139601,Mount Roskill West,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,15
140901,Lynfield Central,139700,Mount Roskill North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,140300,Mount St John,0,6,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,140901,Lynfield Central,111,18,0,0,0,0,0,9,0,0,141,264,18,0,0,0,0,0,12,0,0,300
140901,Lynfield Central,141500,Epsom East,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12
140901,Lynfield Central,142001,Three Kings South,0,0,0,0,0,0,0,0,0,0,6,0,12,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,142600,Royal Oak West (Auckland),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,143301,Ellerslie Central,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,144201,Ellerslie West,0,15,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,12
140901,Lynfield Central,145000,Onehunga Central,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12
140901,Lynfield Central,145400,Panmure Glen Innes Industrial,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,145500,Onehunga-Te Papapa Industrial,0,9,9,0,0,0,0,0,0,0,18,0,15,6,0,0,0,0,0,0,0,21
140901,Lynfield Central,145900,Penrose,0,36,0,0,0,0,0,0,0,0,48,0,42,0,0,0,0,0,0,0,0,45
140901,Lynfield Central,147400,Sylvia Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,147700,Mount Wellington Industrial,0,18,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,24
140901,Lynfield Central,147900,Auckland Airport,0,51,0,0,0,0,0,0,0,0,54,0,51,0,0,0,0,0,0,0,0,60
140901,Lynfield Central,150101,Otahuhu Central,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,150200,Mangere Central,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,152300,East Tamaki,0,18,0,0,0,0,0,0,0,0,24,0,24,0,0,0,0,0,0,0,0,27
140901,Lynfield Central,152700,Middlemore,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,155500,Manukau Central,0,18,0,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,9
140901,Lynfield Central,156000,Botany Junction,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
140901,Lynfield Central,157600,Wiri West,0,12,6,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,118600,North Harbour,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,126601,Takapuna West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,127200,Akoranga,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,127500,Henderson Central,0,6,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,128700,Rosebank Peninsula,0,12,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,15
140902,Lynfield Harbour View,131300,Wynyard-Viaduct,0,18,0,0,6,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,131900,Mount Albert West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,132400,Victoria Park,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,132700,Hobson Ridge North,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,133200,Queen Street,0,9,0,0,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,12
140902,Lynfield Harbour View,133301,Quay Street-Customs Street,0,9,0,0,0,0,0,0,0,0,15,0,12,0,0,6,0,0,0,0,0,21
140902,Lynfield Harbour View,133500,Grey Lynn East,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,133700,Shortland Street,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,133900,New Lynn Central,0,9,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,12
140902,Lynfield Harbour View,134200,Mount Albert Central,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,134800,Auckland-University,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,135000,Avondale South (Auckland),0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,135300,Symonds Street West,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,135800,St Lukes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,136001,Eden Terrace,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,136002,Grafton West,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,136100,Grafton,0,9,0,0,9,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,15
140902,Lynfield Harbour View,136400,Parnell West,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,12
140902,Lynfield Harbour View,136900,Eden Valley,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,137701,Mount Eden North East,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,138100,Balmoral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,138501,Newmarket,0,12,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,15
140902,Lynfield Harbour View,138700,Epsom North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,138800,Wesley South,0,15,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,15
140902,Lynfield Harbour View,139601,Mount Roskill West,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,139700,Mount Roskill North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,140300,Mount St John,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,12
140902,Lynfield Harbour View,140400,Mount Roskill Central North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,140901,Lynfield Central,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,12
140902,Lynfield Harbour View,140902,Lynfield Harbour View,96,0,0,0,0,0,0,0,0,0,105,189,6,0,0,0,0,0,0,0,0,198
140902,Lynfield Harbour View,141201,Three Kings North,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
140902,Lynfield Harbour View,142001,Three Kings South,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,142301,Mount Roskill South East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,144201,Ellerslie West,0,9,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,15
140902,Lynfield Harbour View,145000,Onehunga Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,145500,Onehunga-Te Papapa Industrial,0,9,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,9
140902,Lynfield Harbour View,145900,Penrose,0,15,0,0,0,0,0,0,0,0,24,0,21,6,0,0,0,0,0,0,0,27
140902,Lynfield Harbour View,147700,Mount Wellington Industrial,0,15,0,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,147900,Auckland Airport,0,27,0,0,0,0,0,0,0,0,33,0,30,0,0,0,0,0,0,0,0,39
140902,Lynfield Harbour View,150101,Otahuhu Central,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,152300,East Tamaki,0,12,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,18
140902,Lynfield Harbour View,152700,Middlemore,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,155500,Manukau Central,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
140902,Lynfield Harbour View,157600,Wiri West,0,9,0,0,0,0,0,0,0,0,15,0,15,6,0,0,0,0,0,0,0,21
141000,Remuera South,117300,Albany Central,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
141000,Remuera South,118600,North Harbour,0,12,0,0,0,0,0,0,0,0,18,0,9,0,0,0,0,0,0,0,0,15
141000,Remuera South,125100,Henderson Lincoln East,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
141000,Remuera South,126601,Takapuna West,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,9
141000,Remuera South,126801,Takapuna Central,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
141000,Remuera South,127200,Akoranga,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
141000,Remuera South,128700,Rosebank Peninsula,0,0,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
141000,Remuera South,131300,Wynyard-Viaduct,0,21,0,0,9,9,0,0,0,0,45,0,24,0,0,18,0,0,0,0,0,57
141000,Remuera South,131801,Freemans Bay,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
141000,Remuera South,131802,College Hill,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,12
141000,Remuera South,132400,Victoria Park,0,12,0,0,9,0,0,0,0,0,30,0,18,0,0,12,0,0,0,0,0,39
141000,Remuera South,132700,Hobson Ridge North,0,21,0,0,9,9,0,0,0,0,48,0,6,0,0,9,0,0,0,0,0,24
141000,Remuera South,133200,Queen Street,0,18,0,0,12,15,0,0,0,0,48,0,15,0,0,15,9,0,0,0,0,39
141000,Remuera South,133301,Quay Street-Customs Street,0,24,0,0,9,21,0,0,0,0,60,0,27,0,0,12,18,0,0,0,0,63
141000,Remuera South,133500,Grey Lynn East,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,18
141000,Remuera South,133700,Shortland Street,0,21,0,0,9,6,0,0,0,0,42,0,18,0,0,0,0,0,0,0,0,33
141000,Remuera South,133800,Hobson Ridge South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
141000,Remuera South,133900,New Lynn Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
141000,Remuera South,134100,Queen Street South West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
141000,Remuera South,134301,Karangahape West,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
141000,Remuera South,134800,Auckland-University,0,9,0,0,15,0,0,0,0,0,27,0,6,0,0,9,0,0,0,0,0,21
141000,Remuera South,135300,Symonds Street West,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
141000,Remuera South,135900,Symonds Street East,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
