SA2_2023_V1_00_Origin_CODE,SA2_2023_V1_00_Origin_NAME,SA2_2023_V1_00_Destination_CODE,SA2_2023_V1_00_Destination_NAME,work_2018_Work_at_home,work_2018_Drive_a_private_car_truck_or_van,work_2018_Drive_a_company_car_truck_or_van,work_2018_Passenger_in_a_car_truck_van_or_company_bus,work_2018_Public_bus,work_2018_Train,work_2018_Bicycle,work_2018_Walk_or_jog,work_2018_Ferry,work_2018_Other,work_2018_Total_stated,work_2023_Work_at_home,work_2023_Drive_a_private_car_truck_or_van,work_2023_Drive_a_company_car_truck_or_van,work_2023_Passenger_in_a_car_truck_van_or_company_bus,work_2023_Public_bus,work_2023_Train,work_2023_Bicycle,work_2023_Walk_or_jog,work_2023_Ferry,work_2023_Other,work_2023_Total_stated
154902,Papatoetoe Central East,145300,Mount Wellington North West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,145400,Panmure Glen Innes Industrial,0,6,0,0,0,0,0,0,0,0,6,0,15,0,0,0,0,0,0,0,0,15
154902,Papatoetoe Central East,145500,Onehunga-Te Papapa Industrial,0,21,0,0,0,0,0,0,0,0,24,0,12,0,0,0,0,0,0,0,0,18
154902,Papatoetoe Central East,145900,Penrose,0,42,9,0,0,0,0,0,0,0,57,0,57,0,0,0,0,0,0,0,0,66
154902,Papatoetoe Central East,146700,Panmure West,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,146800,Mangere Bridge,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
154902,Papatoetoe Central East,147400,Sylvia Park,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,12
154902,Papatoetoe Central East,147700,Mount Wellington Industrial,0,24,9,0,0,0,0,0,0,0,33,0,27,0,0,0,0,0,0,0,0,30
154902,Papatoetoe Central East,147900,Auckland Airport,0,78,0,0,6,0,0,0,0,0,96,0,90,9,9,9,0,0,0,0,0,114
154902,Papatoetoe Central East,149600,Otahuhu Industrial,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,18
154902,Papatoetoe Central East,150101,Otahuhu Central,0,15,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,24
154902,Papatoetoe Central East,150200,Mangere Central,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,151900,Otahuhu South,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,152101,Massey Road North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,152300,East Tamaki,0,72,15,0,0,0,0,0,0,0,99,0,90,9,9,0,0,0,0,0,0,111
154902,Papatoetoe Central East,152700,Middlemore,0,24,0,6,0,0,0,0,0,0,39,0,45,0,0,0,0,0,0,0,0,57
154902,Papatoetoe Central East,152800,Mangere South East,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
154902,Papatoetoe Central East,153000,Grange,0,6,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
154902,Papatoetoe Central East,153500,Otara West,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,154101,Dingwall,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
154902,Papatoetoe Central East,154400,Otara Central,0,6,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,12
154902,Papatoetoe Central East,154600,Botany Central,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,154901,Papatoetoe Central West,0,6,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,21
154902,Papatoetoe Central East,154902,Papatoetoe Central East,87,45,0,0,0,0,0,12,0,0,153,189,45,0,0,0,0,0,15,0,0,255
155200,Redcastle,143301,Ellerslie Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,155500,Manukau Central,0,45,0,0,9,0,0,0,0,0,69,0,42,6,12,0,0,0,0,0,0,69
154902,Papatoetoe Central East,156000,Botany Junction,0,15,0,0,0,0,0,0,0,0,21,0,24,0,6,0,0,0,0,0,0,33
154902,Papatoetoe Central East,156201,Papatoetoe South,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,156500,Puhinui North,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
154902,Papatoetoe Central East,157000,Puhinui East,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
154902,Papatoetoe Central East,157600,Wiri West,0,39,6,0,0,0,0,0,0,0,45,0,45,6,0,0,0,0,0,0,0,57
154902,Papatoetoe Central East,160100,Manurewa Central,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
154902,Papatoetoe Central East,161700,Takanini Industrial,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
154902,Papatoetoe Central East,162200,Takanini Central,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
154902,Papatoetoe Central East,163200,Papakura Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,118600,North Harbour,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,128700,Rosebank Peninsula,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,131300,Wynyard-Viaduct,0,0,0,0,0,0,0,0,12,0,15,0,0,0,0,0,0,0,0,6,0,9
155000,Sunkist Bay,132400,Victoria Park,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,132700,Hobson Ridge North,0,0,0,0,0,0,0,0,9,0,15,0,0,0,0,0,0,0,0,9,0,12
155000,Sunkist Bay,133200,Queen Street,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,6,0,9
155000,Sunkist Bay,133301,Quay Street-Customs Street,0,9,0,0,0,0,0,0,12,0,21,0,0,0,0,0,0,0,0,12,0,15
155000,Sunkist Bay,133700,Shortland Street,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,6,0,9
155000,Sunkist Bay,135300,Symonds Street West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,136001,Eden Terrace,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,136100,Grafton,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,12
155000,Sunkist Bay,136400,Parnell West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,138501,Newmarket,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
155000,Sunkist Bay,140300,Mount St John,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,144201,Ellerslie West,0,12,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,12
155000,Sunkist Bay,145300,Mount Wellington North West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,145400,Panmure Glen Innes Industrial,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
155000,Sunkist Bay,145500,Onehunga-Te Papapa Industrial,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
155000,Sunkist Bay,145900,Penrose,0,33,24,0,0,0,0,0,0,0,60,0,30,21,0,0,0,0,0,0,0,57
155000,Sunkist Bay,147700,Mount Wellington Industrial,0,24,18,0,0,0,0,0,0,0,45,0,24,12,0,0,0,0,0,0,0,39
155000,Sunkist Bay,147900,Auckland Airport,0,60,6,0,0,0,0,0,0,0,69,0,54,6,0,0,0,0,0,0,0,63
155000,Sunkist Bay,148102,Pakuranga North,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,148200,Favona North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,149800,Pakuranga Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,150101,Otahuhu Central,0,6,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,15
155000,Sunkist Bay,150700,Pakuranga Heights East,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,9
155000,Sunkist Bay,152300,East Tamaki,0,117,51,0,0,0,0,0,0,0,174,0,102,54,0,0,0,0,0,0,0,165
155000,Sunkist Bay,152400,Howick East,0,18,0,0,0,0,0,0,0,0,21,0,15,0,0,0,0,0,0,0,0,18
155000,Sunkist Bay,152700,Middlemore,0,15,0,0,0,0,0,0,0,0,15,0,21,0,0,0,0,0,0,0,0,21
155000,Sunkist Bay,153800,Somerville,0,6,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,153900,Northpark South,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,154400,Otara Central,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,154600,Botany Central,0,12,0,0,0,0,0,0,0,0,15,0,18,0,0,0,0,0,0,0,0,24
155000,Sunkist Bay,155000,Sunkist Bay,195,42,9,0,0,0,6,27,0,0,285,354,57,12,0,0,0,0,18,0,0,450
155000,Sunkist Bay,155500,Manukau Central,0,39,12,0,0,0,0,0,0,0,54,0,39,9,0,0,0,0,0,0,0,48
155000,Sunkist Bay,156000,Botany Junction,0,36,27,0,0,0,0,0,0,0,63,0,33,12,0,0,0,0,0,0,0,48
155000,Sunkist Bay,156400,Te Puru,0,48,9,0,0,0,0,6,0,0,72,0,72,9,9,0,0,9,6,0,0,108
155000,Sunkist Bay,157101,Turanga,0,18,0,0,0,0,0,0,0,0,24,0,18,0,0,0,0,0,0,0,0,27
155000,Sunkist Bay,157301,Ormiston North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,157400,Maraetai,0,15,0,0,0,0,0,0,0,0,18,0,15,0,0,0,0,0,0,0,0,18
155000,Sunkist Bay,157500,Chapel Downs,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,157600,Wiri West,0,27,9,0,0,0,0,0,0,0,36,0,36,9,0,0,0,0,0,0,0,48
155000,Sunkist Bay,158101,Ormiston Central,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,161700,Takanini Industrial,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,162200,Takanini Central,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155000,Sunkist Bay,162300,Ardmore,0,9,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,15
155000,Sunkist Bay,162901,Clevedon,0,9,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,163200,Papakura Central,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
155000,Sunkist Bay,164100,Papakura Industrial,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
155100,Otara East,118600,North Harbour,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155100,Otara East,132700,Hobson Ridge North,0,12,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,6
155100,Otara East,133200,Queen Street,0,12,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,133301,Quay Street-Customs Street,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155100,Otara East,133500,Grey Lynn East,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155100,Otara East,136400,Parnell West,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,138501,Newmarket,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,144201,Ellerslie West,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,9
155100,Otara East,145300,Mount Wellington North West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
155100,Otara East,145400,Panmure Glen Innes Industrial,0,6,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,15
155100,Otara East,145500,Onehunga-Te Papapa Industrial,0,21,0,0,0,0,0,0,0,0,27,0,12,0,0,0,0,0,0,0,0,15
155100,Otara East,145900,Penrose,0,39,0,12,0,0,0,0,0,0,54,0,30,0,0,0,0,0,0,0,0,39
155100,Otara East,147400,Sylvia Park,0,9,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,12
155100,Otara East,147700,Mount Wellington Industrial,0,39,0,6,0,0,0,0,0,0,51,0,39,9,9,0,0,0,0,0,0,54
155100,Otara East,147900,Auckland Airport,0,72,0,6,0,0,0,0,0,0,84,0,51,6,12,0,0,0,0,0,0,72
155100,Otara East,148200,Favona North,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,149600,Otahuhu Industrial,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
155100,Otara East,150101,Otahuhu Central,0,15,0,0,0,0,0,0,0,0,21,0,21,0,0,0,0,0,0,0,0,24
155100,Otara East,150200,Mangere Central,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,9
155100,Otara East,152300,East Tamaki,0,132,15,18,0,0,0,0,0,0,174,0,120,6,21,0,0,0,0,0,0,159
155100,Otara East,152700,Middlemore,0,12,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,12
155100,Otara East,153000,Grange,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,153500,Otara West,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
155100,Otara East,154400,Otara Central,0,15,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,30
155100,Otara East,154600,Botany Central,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15
155100,Otara East,154902,Papatoetoe Central East,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
155100,Otara East,155100,Otara East,75,0,0,0,0,0,0,0,0,0,84,96,6,0,0,0,0,0,0,0,0,108
155100,Otara East,155500,Manukau Central,0,42,0,0,6,0,0,0,0,0,54,0,48,9,12,9,0,0,0,0,0,72
155100,Otara East,155801,Ferguson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155100,Otara East,156000,Botany Junction,0,45,0,12,0,0,0,0,0,0,69,0,45,6,6,0,0,0,0,0,0,63
155100,Otara East,157500,Chapel Downs,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,157600,Wiri West,0,45,6,12,0,0,0,0,0,0,66,0,54,0,9,0,0,0,0,0,0,63
155100,Otara East,161700,Takanini Industrial,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155100,Otara East,164100,Papakura Industrial,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,118600,North Harbour,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
155200,Redcastle,126601,Takapuna West,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155200,Redcastle,128700,Rosebank Peninsula,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,131300,Wynyard-Viaduct,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,6
155200,Redcastle,132400,Victoria Park,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155200,Redcastle,132700,Hobson Ridge North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
155200,Redcastle,133200,Queen Street,0,6,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
155200,Redcastle,133301,Quay Street-Customs Street,0,15,0,0,0,0,0,0,0,0,21,0,9,0,0,0,0,0,0,0,0,18
155200,Redcastle,133500,Grey Lynn East,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
155200,Redcastle,133700,Shortland Street,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,135300,Symonds Street West,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,136400,Parnell West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,137701,Mount Eden North East,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,138501,Newmarket,0,18,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,15
155200,Redcastle,140300,Mount St John,0,9,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,6
157101,Turanga,145900,Penrose,0,33,12,0,0,0,0,0,0,0,48,0,42,15,0,0,0,0,0,0,0,60
155200,Redcastle,144201,Ellerslie West,0,15,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,12
155200,Redcastle,145000,Onehunga Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155200,Redcastle,145300,Mount Wellington North West,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,145400,Panmure Glen Innes Industrial,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,12
155200,Redcastle,145500,Onehunga-Te Papapa Industrial,0,9,0,0,0,0,0,0,0,0,15,0,9,0,0,0,0,0,0,0,0,9
155200,Redcastle,145900,Penrose,0,60,15,0,0,0,0,0,0,0,78,0,48,0,0,0,0,0,0,0,0,57
155200,Redcastle,146700,Panmure West,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155200,Redcastle,147400,Sylvia Park,0,6,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,9
155200,Redcastle,147700,Mount Wellington Industrial,0,24,12,0,0,0,0,0,0,0,39,0,30,0,0,0,0,0,0,0,0,33
155200,Redcastle,147900,Auckland Airport,0,54,0,0,0,0,0,0,0,0,60,0,42,6,0,0,0,0,0,0,0,54
155200,Redcastle,149800,Pakuranga Central,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,9
155200,Redcastle,150101,Otahuhu Central,0,9,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,6
155200,Redcastle,150700,Pakuranga Heights East,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,9
155200,Redcastle,152300,East Tamaki,0,153,30,9,0,0,0,6,0,0,207,0,156,30,9,0,0,0,0,0,0,210
155200,Redcastle,152400,Howick East,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155200,Redcastle,152700,Middlemore,0,15,0,0,0,0,0,0,0,0,15,0,12,0,0,0,0,0,0,0,0,15
155200,Redcastle,153800,Somerville,0,9,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
155200,Redcastle,154600,Botany Central,0,21,0,0,0,0,0,6,0,0,33,0,30,0,0,0,0,0,0,0,0,42
155200,Redcastle,154902,Papatoetoe Central East,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,155200,Redcastle,102,9,9,0,0,0,0,0,0,0,123,213,6,0,0,0,0,0,0,0,0,222
155200,Redcastle,155500,Manukau Central,0,36,0,0,0,0,0,0,0,0,48,0,39,0,0,0,0,0,0,0,0,48
155200,Redcastle,156000,Botany Junction,0,30,0,0,0,0,0,0,0,0,42,0,36,0,0,0,0,0,0,0,0,45
155200,Redcastle,156601,Savonna,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,157500,Chapel Downs,0,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,12
155200,Redcastle,157600,Wiri West,0,21,6,0,0,0,0,0,0,0,30,0,33,12,0,0,0,0,0,0,0,48
155200,Redcastle,160100,Manurewa Central,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155200,Redcastle,161700,Takanini Industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155200,Redcastle,162200,Takanini Central,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,6
155301,Dannemora South,118600,North Harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,131300,Wynyard-Viaduct,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,6
155301,Dannemora South,132400,Victoria Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,132700,Hobson Ridge North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,133200,Queen Street,0,9,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,133301,Quay Street-Customs Street,0,9,0,0,0,0,0,0,0,0,12,0,6,0,0,0,0,0,0,0,0,15
155301,Dannemora South,133700,Shortland Street,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,136001,Eden Terrace,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,136400,Parnell West,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
155301,Dannemora South,138501,Newmarket,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,140300,Mount St John,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,144201,Ellerslie West,0,9,0,0,0,0,0,0,0,0,15,0,6,0,0,0,0,0,0,0,0,9
155301,Dannemora South,145300,Mount Wellington North West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,145400,Panmure Glen Innes Industrial,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,9
155301,Dannemora South,145500,Onehunga-Te Papapa Industrial,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,145900,Penrose,0,15,9,0,0,0,0,0,0,0,33,0,15,12,0,0,0,0,0,0,0,27
155301,Dannemora South,146700,Panmure West,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155301,Dannemora South,147400,Sylvia Park,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,9
155301,Dannemora South,147700,Mount Wellington Industrial,0,15,6,0,0,0,0,0,0,0,24,0,12,0,0,0,0,0,0,0,0,21
155301,Dannemora South,147900,Auckland Airport,0,30,0,0,0,0,0,0,0,0,36,0,27,0,0,0,0,0,0,0,0,30
155301,Dannemora South,149800,Pakuranga Central,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,150600,Mellons Bay,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155301,Dannemora South,150700,Pakuranga Heights East,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,151301,Highland Park (Auckland),0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155301,Dannemora South,152300,East Tamaki,0,69,21,6,0,0,0,0,0,0,99,0,72,18,6,0,0,0,0,0,0,102
155301,Dannemora South,152400,Howick East,0,21,0,0,0,0,0,0,0,0,21,0,6,0,0,0,0,0,0,0,0,6
155301,Dannemora South,152700,Middlemore,0,18,0,0,0,0,0,0,0,0,18,0,18,0,0,0,0,0,0,0,0,18
155301,Dannemora South,153100,Golflands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
155301,Dannemora South,153800,Somerville,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
155301,Dannemora South,154600,Botany Central,0,15,0,0,0,0,0,0,0,0,24,0,18,0,6,0,0,0,12,0,0,39
155301,Dannemora South,154701,Dannemora North-Shamrock Park,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,9
155301,Dannemora South,155301,Dannemora South,96,9,0,0,0,0,0,0,0,0,108,186,0,0,0,0,0,0,0,0,0,189
155301,Dannemora South,155500,Manukau Central,0,21,0,0,0,0,0,0,0,0,24,0,27,0,0,0,0,0,0,0,0,30
155301,Dannemora South,156000,Botany Junction,0,12,0,0,0,0,0,0,0,0,18,0,21,0,0,0,0,0,0,0,0,27
155301,Dannemora South,157301,Ormiston North,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
155301,Dannemora South,157500,Chapel Downs,0,6,0,0,0,0,0,0,0,0,9,0,6,0,0,0,0,0,0,0,0,9
155301,Dannemora South,157600,Wiri West,0,12,0,0,0,0,0,0,0,0,18,0,12,0,0,0,0,0,0,0,0,15
155301,Dannemora South,162200,Takanini Central,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
155401,Armoy,118600,North Harbour,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155401,Armoy,123500,Wairau Valley,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155401,Armoy,128700,Rosebank Peninsula,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
155401,Armoy,131300,Wynyard-Viaduct,0,6,0,0,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,9
155401,Armoy,132400,Victoria Park,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
155401,Armoy,132700,Hobson Ridge North,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
155401,Armoy,133200,Queen Street,0,12,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,0,0,0,0,9
