,SA22023_V1_00_usual_residence_address,SA2_2023_V1_00_Origin_NAME,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_educational_institution_address,SA2_2023_V1_00_Destination_NAME,SA22023_V1_00_NAME_ASCII_educational_institution_address,2018_Study_at_home,2018_Drive_a_car_truck_or_van,2018_Passenger_in_a_car_truck_or_van,2018_Bicycle,2018_Walk_or_jog,2018_School_bus,2018_Public_bus,2018_Train,2018_Ferry,2018_Other,study_2018_Total_stated,2023_Study_at_home,2023_Drive_a_car_truck_or_van,2023_Passenger_in_a_car_truck_or_van,2023_Bicycle,2023_Walk_or_jog,2023_School_bus,2023_Public_bus,2023_Train,2023_Ferry,2023_Other,study_2023_Total_stated
0,100100,North Cape,North Cape,100100,North Cape,North Cape,27,0,45,0,12,60,0,0,0,0,147,48,0,75,0,12,57,0,0,0,0,201
1,100100,North Cape,North Cape,100700,Kaitāia East,Kaitaia East,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,15
2,100100,North Cape,North Cape,100800,Kaitāia West,Kaitaia West,0,0,6,0,0,63,0,0,0,0,72,0,0,9,0,0,60,0,0,0,0,78
3,100100,North Cape,North Cape,107100,Whangārei Central,Whangarei Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
4,100200,Rangaunu Harbour,Rangaunu Harbour,100100,North Cape,North Cape,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,18
5,100200,Rangaunu Harbour,Rangaunu Harbour,100200,Rangaunu Harbour,Rangaunu Harbour,54,0,42,0,0,42,0,0,0,0,147,84,0,42,0,9,36,0,0,0,0,171
6,100200,Rangaunu Harbour,Rangaunu Harbour,100400,Karikari Peninsula,Karikari Peninsula,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,12
7,100200,Rangaunu Harbour,Rangaunu Harbour,100700,Kaitāia East,Kaitaia East,0,0,15,0,0,18,0,0,0,0,39,0,6,24,0,0,15,0,0,0,0,45
8,100200,Rangaunu Harbour,Rangaunu Harbour,100800,Kaitāia West,Kaitaia West,0,6,45,0,0,78,0,0,0,0,132,0,9,60,0,0,66,0,0,0,0,141
9,100200,Rangaunu Harbour,Rangaunu Harbour,100900,Rangitihi,Rangitihi,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,12,0,0,0,0,12
10,100200,Rangaunu Harbour,Rangaunu Harbour,101101,Doubtless Bay,Doubtless Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
11,100400,Karikari Peninsula,Karikari Peninsula,100200,Rangaunu Harbour,Rangaunu Harbour,0,0,6,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,9
12,100400,Karikari Peninsula,Karikari Peninsula,100400,Karikari Peninsula,Karikari Peninsula,12,0,18,0,0,24,0,0,0,0,54,30,0,12,0,0,36,0,0,0,0,78
13,100400,Karikari Peninsula,Karikari Peninsula,100700,Kaitāia East,Kaitaia East,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
14,100400,Karikari Peninsula,Karikari Peninsula,100800,Kaitāia West,Kaitaia West,0,0,0,0,0,18,0,0,0,0,24,0,0,12,0,0,24,0,0,0,0,42
15,100400,Karikari Peninsula,Karikari Peninsula,101101,Doubtless Bay,Doubtless Bay,0,0,6,0,0,12,0,0,0,0,15,0,0,18,0,0,33,0,0,0,0,51
16,100500,Tangonge,Tangonge,100200,Rangaunu Harbour,Rangaunu Harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
17,100500,Tangonge,Tangonge,100500,Tangonge,Tangonge,15,0,12,0,0,15,0,0,0,0,45,21,0,12,0,0,15,0,0,0,0,54
18,100500,Tangonge,Tangonge,100600,Ahipara,Ahipara,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
19,100500,Tangonge,Tangonge,100700,Kaitāia East,Kaitaia East,0,9,12,0,0,9,0,0,0,0,27,0,9,12,0,0,12,0,0,0,0,36
20,100500,Tangonge,Tangonge,100800,Kaitāia West,Kaitaia West,0,0,33,0,0,45,0,0,0,0,84,0,6,36,0,0,42,0,0,0,0,90
21,100500,Tangonge,Tangonge,100900,Rangitihi,Rangitihi,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12
22,100600,Ahipara,Ahipara,100500,Tangonge,Tangonge,0,0,51,6,9,0,0,0,0,0,69,0,0,36,0,6,0,0,0,0,0,48
23,100600,Ahipara,Ahipara,100600,Ahipara,Ahipara,9,0,9,0,0,0,0,0,0,0,27,42,0,0,0,0,0,0,0,0,0,42
24,100600,Ahipara,Ahipara,100700,Kaitāia East,Kaitaia East,0,0,0,0,0,0,0,0,0,0,9,0,12,0,0,0,0,0,0,0,0,18
25,100600,Ahipara,Ahipara,100800,Kaitāia West,Kaitaia West,0,0,30,0,0,36,0,0,0,0,69,0,0,36,0,0,30,0,0,0,0,75
26,100600,Ahipara,Ahipara,100900,Rangitihi,Rangitihi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
27,100700,Kaitāia East,Kaitaia East,100200,Rangaunu Harbour,Rangaunu Harbour,0,0,6,0,0,12,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,15
28,100700,Kaitāia East,Kaitaia East,100400,Karikari Peninsula,Karikari Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,9
29,100700,Kaitāia East,Kaitaia East,100500,Tangonge,Tangonge,0,0,0,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,18
30,100700,Kaitāia East,Kaitaia East,100700,Kaitāia East,Kaitaia East,27,9,30,0,21,27,0,0,0,0,120,48,15,45,0,12,21,0,0,0,0,144
31,100700,Kaitāia East,Kaitaia East,100800,Kaitāia West,Kaitaia West,0,12,78,0,42,6,0,0,0,0,144,0,6,87,0,33,0,0,0,0,0,135
32,100700,Kaitāia East,Kaitaia East,100900,Rangitihi,Rangitihi,0,0,6,0,0,21,0,0,0,0,27,0,0,18,0,0,45,0,0,0,0,63
33,100800,Kaitāia West,Kaitaia West,100200,Rangaunu Harbour,Rangaunu Harbour,0,0,12,0,0,15,0,0,0,0,27,0,0,0,0,0,15,0,0,0,0,18
34,100800,Kaitāia West,Kaitaia West,100400,Karikari Peninsula,Karikari Peninsula,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
35,100800,Kaitāia West,Kaitaia West,100500,Tangonge,Tangonge,0,0,9,0,0,18,0,0,0,0,30,0,0,9,0,0,0,0,0,0,0,18
36,100800,Kaitāia West,Kaitaia West,100700,Kaitāia East,Kaitaia East,0,12,66,0,24,33,0,0,0,0,135,0,9,66,0,33,15,0,0,0,0,123
37,100800,Kaitāia West,Kaitaia West,100800,Kaitāia West,Kaitaia West,60,9,99,0,99,0,0,0,0,0,276,87,18,87,0,93,0,0,0,0,0,288
38,100800,Kaitāia West,Kaitaia West,100900,Rangitihi,Rangitihi,0,0,9,0,0,24,0,0,0,0,33,0,0,9,0,0,36,0,0,0,0,51
39,100800,Kaitāia West,Kaitaia West,101101,Doubtless Bay,Doubtless Bay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
40,100800,Kaitāia West,Kaitaia West,107100,Whangārei Central,Whangarei Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
41,100900,Rangitihi,Rangitihi,100200,Rangaunu Harbour,Rangaunu Harbour,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
42,100900,Rangitihi,Rangitihi,100500,Tangonge,Tangonge,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
43,100900,Rangitihi,Rangitihi,100700,Kaitāia East,Kaitaia East,0,0,9,0,0,15,0,0,0,0,24,0,6,9,0,0,9,0,0,0,0,24
44,100900,Rangitihi,Rangitihi,100800,Kaitāia West,Kaitaia West,0,6,24,0,0,30,0,0,0,0,63,0,9,27,0,0,24,0,0,0,0,60
45,100900,Rangitihi,Rangitihi,100900,Rangitihi,Rangitihi,27,0,6,0,0,15,0,0,0,0,48,39,0,6,0,0,15,0,0,0,0,57
46,101000,Oruru-Parapara,Oruru-Parapara,100700,Kaitāia East,Kaitaia East,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
47,101000,Oruru-Parapara,Oruru-Parapara,100800,Kaitāia West,Kaitaia West,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,9
48,101000,Oruru-Parapara,Oruru-Parapara,101000,Oruru-Parapara,Oruru-Parapara,18,0,0,0,0,0,0,0,0,0,18,24,0,0,0,0,0,0,0,0,0,24
49,101000,Oruru-Parapara,Oruru-Parapara,101101,Doubtless Bay,Doubtless Bay,0,0,15,0,0,33,0,0,0,0,51,0,0,21,0,0,24,0,0,0,0,48
50,101000,Oruru-Parapara,Oruru-Parapara,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,12,0,0,0,0,12
51,101101,Doubtless Bay,Doubtless Bay,100400,Karikari Peninsula,Karikari Peninsula,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
52,101101,Doubtless Bay,Doubtless Bay,100700,Kaitāia East,Kaitaia East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
53,101101,Doubtless Bay,Doubtless Bay,100800,Kaitāia West,Kaitaia West,0,0,0,0,0,12,0,0,0,0,18,0,0,9,0,0,9,0,0,0,0,21
54,101101,Doubtless Bay,Doubtless Bay,100900,Rangitihi,Rangitihi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,12
55,101101,Doubtless Bay,Doubtless Bay,101101,Doubtless Bay,Doubtless Bay,27,0,45,0,15,27,0,0,0,0,114,66,0,72,0,9,57,0,0,0,0,207
56,101101,Doubtless Bay,Doubtless Bay,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,0,0,0,0,0,27,0,0,0,0,27,0,0,12,0,0,24,0,0,0,0,39
57,101101,Doubtless Bay,Doubtless Bay,103000,Kerikeri Central,Kerikeri Central,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
58,101200,Herekino-Takahue,Herekino-Takahue,100500,Tangonge,Tangonge,0,0,18,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,12
59,101200,Herekino-Takahue,Herekino-Takahue,100700,Kaitāia East,Kaitaia East,0,0,9,0,0,12,0,0,0,0,30,0,0,6,0,0,6,0,0,0,0,15
60,101200,Herekino-Takahue,Herekino-Takahue,100800,Kaitāia West,Kaitaia West,0,0,24,0,0,21,0,0,0,0,45,0,0,27,0,0,33,0,0,0,0,66
61,101200,Herekino-Takahue,Herekino-Takahue,100900,Rangitihi,Rangitihi,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,12,0,0,0,0,15
62,101200,Herekino-Takahue,Herekino-Takahue,101200,Herekino-Takahue,Herekino-Takahue,12,0,0,0,0,9,0,0,0,0,24,33,0,0,0,0,15,0,0,0,0,54
63,101200,Herekino-Takahue,Herekino-Takahue,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
64,101300,Peria,Peria,100400,Karikari Peninsula,Karikari Peninsula,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,15,0,0,0,0,15
65,101300,Peria,Peria,100700,Kaitāia East,Kaitaia East,0,0,9,0,0,0,0,0,0,0,15,0,0,6,0,0,0,0,0,0,0,12
66,101300,Peria,Peria,100800,Kaitāia West,Kaitaia West,0,0,15,0,0,21,0,0,0,0,36,0,0,12,0,0,18,0,0,0,0,33
67,101300,Peria,Peria,100900,Rangitihi,Rangitihi,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,9,0,0,0,0,12
68,101300,Peria,Peria,101101,Doubtless Bay,Doubtless Bay,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,18
69,101300,Peria,Peria,101300,Peria,Peria,18,0,0,0,0,15,0,0,0,0,39,36,0,6,0,0,12,0,0,0,0,57
70,101300,Peria,Peria,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
71,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,100700,Kaitāia East,Kaitaia East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
72,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,100800,Kaitāia West,Kaitaia West,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
73,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101101,Doubtless Bay,Doubtless Bay,0,0,18,0,0,21,0,0,0,0,39,0,0,18,0,0,24,0,0,0,0,42
74,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,18,0,9,0,0,0,0,0,0,0,33,36,0,18,0,0,0,0,0,0,0,54
75,101500,Whakapaku,Whakapaku,101101,Doubtless Bay,Doubtless Bay,0,0,0,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
76,101500,Whakapaku,Whakapaku,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,0,0,0,0,0,18,0,0,0,0,21,0,0,0,0,0,9,0,0,0,0,12
77,101500,Whakapaku,Whakapaku,101500,Whakapaku,Whakapaku,15,0,15,0,0,0,0,0,0,0,27,21,0,9,0,0,0,0,0,0,0,36
78,101500,Whakapaku,Whakapaku,101900,Kāeo,Kaeo,0,0,0,0,0,30,0,0,0,0,33,0,0,0,0,0,21,0,0,0,0,27
79,101600,Hokianga North,Hokianga North,100500,Tangonge,Tangonge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
80,101600,Hokianga North,Hokianga North,101600,Hokianga North,Hokianga North,0,0,6,0,0,30,0,0,0,0,51,21,0,9,0,6,33,0,0,0,0,72
81,101600,Hokianga North,Hokianga North,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,0,0,0,0,0,18,0,0,0,0,24,0,0,0,0,0,15,0,0,0,0,21
82,101600,Hokianga North,Hokianga North,103501,Kaikohe,Kaikohe,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
83,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,18,0,9,0,6,24,0,0,0,0,57,15,0,0,0,0,18,0,0,0,0,42
84,101700,Kohukohu-Broadwood,Kohukohu-Broadwood,102300,Ōkaihau,Okaihau,0,0,0,0,0,12,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
85,101801,Whakarara,Whakarara,101400,Taemaro-Oruaiti,Taemaro-Oruaiti,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
86,101801,Whakarara,Whakarara,101500,Whakapaku,Whakapaku,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
87,101801,Whakarara,Whakarara,101801,Whakarara,Whakarara,21,0,9,0,12,18,0,0,0,0,60,30,0,15,0,6,12,0,0,0,0,66
88,101801,Whakarara,Whakarara,101900,Kāeo,Kaeo,0,0,9,0,0,36,0,0,0,0,42,0,0,6,0,0,39,0,0,0,0,48
89,101801,Whakarara,Whakarara,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
90,101801,Whakarara,Whakarara,103000,Kerikeri Central,Kerikeri Central,0,0,18,0,0,21,0,0,0,0,39,0,6,18,0,0,0,0,0,0,0,27
91,101900,Kāeo,Kaeo,101500,Whakapaku,Whakapaku,0,0,6,0,0,15,0,0,0,0,24,0,0,9,0,0,0,0,0,0,0,15
92,101900,Kāeo,Kaeo,101801,Whakarara,Whakarara,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12
93,101900,Kāeo,Kaeo,101900,Kāeo,Kaeo,27,0,15,0,0,24,0,0,0,0,78,39,0,12,0,9,39,0,0,0,0,96
94,101900,Kāeo,Kaeo,102801,Riverview,Riverview,0,0,0,0,0,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
95,101900,Kāeo,Kaeo,103000,Kerikeri Central,Kerikeri Central,0,0,12,0,0,24,0,0,0,0,39,0,0,9,0,0,18,0,0,0,0,30
96,102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,18,0,6,0,0,12,0,0,0,0,42,21,0,9,0,0,12,0,0,0,0,48
97,102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,102300,Ōkaihau,Okaihau,0,0,12,0,0,57,0,0,0,0,72,0,0,12,0,0,45,0,0,0,0,60
98,102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,103000,Kerikeri Central,Kerikeri Central,0,0,9,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,12
99,102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,103501,Kaikohe,Kaikohe,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,12
100,102100,Hokianga South,Hokianga South,102100,Hokianga South,Hokianga South,18,0,12,0,15,12,0,0,0,0,63,30,0,30,0,9,18,0,0,0,0,87
101,102100,Hokianga South,Hokianga South,102700,Waimā Forest,Waima Forest,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,0,0,0,0,9
102,102100,Hokianga South,Hokianga South,102900,Waipoua Forest,Waipoua Forest,0,0,0,0,0,9,0,0,0,0,12,0,0,6,0,0,9,0,0,0,0,18
103,102100,Hokianga South,Hokianga South,103501,Kaikohe,Kaikohe,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,0,0,0,0,9
104,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,27,0,12,0,0,0,0,0,0,0,39,39,0,0,0,0,0,0,0,0,0,48
105,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102401,Rangitane-Purerua,Rangitane-Purerua,0,0,9,0,0,9,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,9
106,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102501,Waipapa,Waipapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
107,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102600,Puketotara,Puketotara,0,0,18,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,12
108,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,102801,Riverview,Riverview,0,0,39,0,0,39,0,0,0,0,75,0,0,51,0,0,36,0,0,0,0,87
109,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,103000,Kerikeri Central,Kerikeri Central,0,6,78,0,0,99,0,0,0,0,186,0,9,69,0,0,87,0,0,0,0,174
110,102300,Ōkaihau,Okaihau,102300,Ōkaihau,Okaihau,18,0,12,0,27,48,0,0,0,0,111,27,0,27,0,30,24,0,0,0,0,105
111,102300,Ōkaihau,Okaihau,102501,Waipapa,Waipapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
112,102300,Ōkaihau,Okaihau,102600,Puketotara,Puketotara,0,0,9,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,12
113,102300,Ōkaihau,Okaihau,103000,Kerikeri Central,Kerikeri Central,0,0,24,0,0,24,0,0,0,0,54,0,0,33,0,0,21,0,0,0,0,54
114,102300,Ōkaihau,Okaihau,103200,Ōhaeawai-Waimate North,Ohaeawai-Waimate North,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12
115,102300,Ōkaihau,Okaihau,103501,Kaikohe,Kaikohe,0,0,6,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,9
116,102401,Rangitane-Purerua,Rangitane-Purerua,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,0,0,9,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,9
117,102401,Rangitane-Purerua,Rangitane-Purerua,102401,Rangitane-Purerua,Rangitane-Purerua,30,0,12,0,0,12,0,0,0,0,54,30,0,12,0,0,0,0,0,0,0,45
118,102401,Rangitane-Purerua,Rangitane-Purerua,102600,Puketotara,Puketotara,0,0,18,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0,0,12
119,102401,Rangitane-Purerua,Rangitane-Purerua,102801,Riverview,Riverview,0,0,39,0,0,27,0,0,0,0,66,0,0,15,0,0,21,0,0,0,0,39
120,102401,Rangitane-Purerua,Rangitane-Purerua,103000,Kerikeri Central,Kerikeri Central,0,0,27,0,0,60,0,0,0,0,93,0,9,36,0,0,48,0,0,0,0,96
121,102501,Waipapa,Waipapa,102401,Rangitane-Purerua,Rangitane-Purerua,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
122,102501,Waipapa,Waipapa,102501,Waipapa,Waipapa,15,0,0,0,0,0,0,0,0,0,15,21,0,0,0,0,0,0,0,0,0,21
123,102501,Waipapa,Waipapa,102600,Puketotara,Puketotara,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
124,102501,Waipapa,Waipapa,102801,Riverview,Riverview,0,0,18,0,0,9,0,0,0,0,27,0,0,33,0,0,9,0,0,0,0,42
125,102501,Waipapa,Waipapa,103000,Kerikeri Central,Kerikeri Central,0,0,45,0,0,42,0,0,0,0,87,0,0,39,0,0,21,0,0,0,0,66
126,102600,Puketotara,Puketotara,102300,Ōkaihau,Okaihau,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
127,102600,Puketotara,Puketotara,102401,Rangitane-Purerua,Rangitane-Purerua,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
128,102600,Puketotara,Puketotara,102600,Puketotara,Puketotara,33,0,21,0,0,0,0,0,0,0,63,51,0,30,0,0,0,0,0,0,0,87
129,102600,Puketotara,Puketotara,102801,Riverview,Riverview,0,0,6,0,0,0,0,0,0,0,12,0,0,6,0,0,0,0,0,0,0,6
130,102600,Puketotara,Puketotara,103000,Kerikeri Central,Kerikeri Central,0,9,87,0,0,105,0,0,0,0,204,0,15,111,0,0,84,0,0,0,0,213
131,102600,Puketotara,Puketotara,103301,Puketona-Waitangi,Puketona-Waitangi,0,0,6,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,9
132,102600,Puketotara,Puketotara,103501,Kaikohe,Kaikohe,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
133,102700,Waimā Forest,Waima Forest,102100,Hokianga South,Hokianga South,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
134,102700,Waimā Forest,Waima Forest,102300,Ōkaihau,Okaihau,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
135,102700,Waimā Forest,Waima Forest,102700,Waimā Forest,Waima Forest,15,0,0,0,0,0,0,0,0,0,27,39,0,0,0,0,9,0,0,0,0,57
136,102700,Waimā Forest,Waima Forest,103501,Kaikohe,Kaikohe,0,0,15,0,0,48,0,0,0,0,66,0,0,15,0,0,30,0,0,0,0,45
137,102801,Riverview,Riverview,102201,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,0,0,6,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,12
138,102801,Riverview,Riverview,102401,Rangitane-Purerua,Rangitane-Purerua,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
139,102801,Riverview,Riverview,102501,Waipapa,Waipapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
140,102801,Riverview,Riverview,102600,Puketotara,Puketotara,0,0,33,0,0,0,0,0,0,0,36,0,0,36,0,0,0,0,0,0,0,36
141,102801,Riverview,Riverview,102801,Riverview,Riverview,27,0,75,9,27,0,0,0,0,0,141,51,0,87,6,30,0,0,0,0,0,177
142,102801,Riverview,Riverview,103000,Kerikeri Central,Kerikeri Central,0,0,96,9,0,57,0,0,0,0,177,0,24,144,27,0,39,0,0,0,0,240
143,102801,Riverview,Riverview,103501,Kaikohe,Kaikohe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
144,102900,Waipoua Forest,Waipoua Forest,102100,Hokianga South,Hokianga South,0,0,6,0,0,9,0,0,0,0,15,0,0,9,0,0,18,0,0,0,0,33
145,102900,Waipoua Forest,Waipoua Forest,102700,Waimā Forest,Waima Forest,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
146,102900,Waipoua Forest,Waipoua Forest,102900,Waipoua Forest,Waipoua Forest,21,0,15,0,0,27,0,0,0,0,66,27,0,15,0,12,30,0,0,0,0,84
147,102900,Waipoua Forest,Waipoua Forest,103501,Kaikohe,Kaikohe,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
148,102900,Waipoua Forest,Waipoua Forest,107100,Whangārei Central,Whangarei Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
149,103000,Kerikeri Central,Kerikeri Central,102600,Puketotara,Puketotara,0,0,12,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,9
150,103000,Kerikeri Central,Kerikeri Central,102801,Riverview,Riverview,0,0,18,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,0,0,0,9
151,103000,Kerikeri Central,Kerikeri Central,103000,Kerikeri Central,Kerikeri Central,30,0,87,9,114,0,0,0,0,0,252,54,9,93,0,171,0,0,0,0,0,324
152,103000,Kerikeri Central,Kerikeri Central,107401,Tarewa,Tarewa,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
153,103101,Kerikeri South,Kerikeri South,102401,Rangitane-Purerua,Rangitane-Purerua,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
154,103101,Kerikeri South,Kerikeri South,102501,Waipapa,Waipapa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,9
155,103101,Kerikeri South,Kerikeri South,102600,Puketotara,Puketotara,0,0,42,0,0,0,0,0,0,0,48,0,0,27,0,0,0,0,0,0,0,30
156,103101,Kerikeri South,Kerikeri South,102801,Riverview,Riverview,0,0,15,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,0,0,0,15
157,103101,Kerikeri South,Kerikeri South,103000,Kerikeri Central,Kerikeri Central,0,12,180,21,30,18,0,0,0,0,261,0,18,192,0,24,0,0,0,0,0,237
158,103101,Kerikeri South,Kerikeri South,103101,Kerikeri South,Kerikeri South,48,0,0,0,0,0,0,0,0,0,48,69,0,0,0,0,0,0,0,0,0,69
159,103101,Kerikeri South,Kerikeri South,103301,Puketona-Waitangi,Puketona-Waitangi,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
