,SA22023_V1_00_usual_residence_address,SA2_2023_V1_00_Origin_NAME,SA22023_V1_00_NAME_ASCII_usual_residence_address,SA22023_V1_00_educational_institution_address,SA2_2023_V1_00_Destination_NAME,SA22023_V1_00_NAME_ASCII_educational_institution_address,2018_Study_at_home,2018_Drive_a_car_truck_or_van,2018_Passenger_in_a_car_truck_or_van,2018_Bicycle,2018_Walk_or_jog,2018_School_bus,2018_Public_bus,2018_Train,2018_Ferry,2018_Other,study_2018_Total_stated,2023_Study_at_home,2023_Drive_a_car_truck_or_van,2023_Passenger_in_a_car_truck_or_van,2023_Bicycle,2023_Walk_or_jog,2023_School_bus,2023_Public_bus,2023_Train,2023_Ferry,2023_Other,study_2023_Total_stated
5484,136200,Eden Park,Eden Park,134800,Auckland-University,Auckland-University,0,6,0,0,0,0,57,9,0,0,84,0,0,0,0,0,0,57,6,0,0,72
5485,136200,Eden Park,Eden Park,136200,Eden Park,Eden Park,21,0,0,0,27,0,0,0,0,0,51,36,0,0,0,30,0,0,0,0,0,66
5486,136200,Eden Park,Eden Park,136900,Eden Valley,Eden Valley,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
5487,136200,Eden Park,Eden Park,137800,Mount Eden North,Mount Eden North,0,0,21,0,27,0,0,0,0,0,51,0,0,27,0,18,0,0,0,0,0,48
5488,136200,Eden Park,Eden Park,138100,Balmoral,Balmoral,0,0,24,0,9,0,0,0,0,0,33,0,0,9,0,0,0,0,0,0,0,12
5489,136200,Eden Park,Eden Park,138501,Newmarket,Newmarket,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5490,136200,Eden Park,Eden Park,140200,Epsom Central-North,Epsom Central-North,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5491,136200,Eden Park,Eden Park,140300,Mount St John,Mount St John,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,9
5492,136200,Eden Park,Eden Park,140500,Remuera North,Remuera North,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,9
5493,136300,Sandringham North,Sandringham North,117300,Albany Central,Albany Central,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5494,136300,Sandringham North,Sandringham North,117400,Albany West,Albany West,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5495,136300,Sandringham North,Sandringham North,130200,Saint Marys Bay,Saint Marys Bay,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
5496,136300,Sandringham North,Sandringham North,130300,Westmere South-Western Springs,Westmere South-Western Springs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5497,136300,Sandringham North,Sandringham North,131200,Ponsonby East,Ponsonby East,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12
5498,136300,Sandringham North,Sandringham North,131900,Mount Albert West,Mount Albert West,0,9,0,0,0,0,0,0,0,0,12,0,9,0,0,0,0,0,0,0,0,15
5499,136300,Sandringham North,Sandringham North,133200,Queen Street,Queen Street,0,6,0,0,0,0,6,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
5500,136300,Sandringham North,Sandringham North,133600,Morningside (Auckland),Morningside (Auckland),0,0,15,0,9,0,0,0,0,0,24,0,0,12,0,18,0,0,0,0,0,36
5501,136300,Sandringham North,Sandringham North,134100,Queen Street South West,Queen Street South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5502,136300,Sandringham North,Sandringham North,134200,Mount Albert Central,Mount Albert Central,0,0,36,0,111,0,0,0,0,0,153,0,6,39,0,102,0,0,0,0,0,156
5503,136300,Sandringham North,Sandringham North,134800,Auckland-University,Auckland-University,0,21,0,9,0,0,117,0,0,6,165,0,18,0,0,0,0,105,0,0,0,138
5504,136300,Sandringham North,Sandringham North,135300,Symonds Street West,Symonds Street West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5505,136300,Sandringham North,Sandringham North,136100,Grafton,Grafton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5506,136300,Sandringham North,Sandringham North,136200,Eden Park,Eden Park,0,0,9,0,0,0,0,0,0,0,18,0,0,9,0,18,0,0,0,0,0,33
5507,136300,Sandringham North,Sandringham North,136300,Sandringham North,Sandringham North,30,0,0,0,6,0,0,0,0,0,36,66,0,0,0,0,0,0,0,0,0,69
5508,136300,Sandringham North,Sandringham North,136900,Eden Valley,Eden Valley,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
5509,136300,Sandringham North,Sandringham North,137000,Sandringham Central,Sandringham Central,0,0,24,0,30,0,0,0,0,0,54,0,0,15,0,33,0,0,0,0,0,51
5510,136300,Sandringham North,Sandringham North,137701,Mount Eden North East,Mount Eden North East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5511,136300,Sandringham North,Sandringham North,137800,Mount Eden North,Mount Eden North,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,12
5512,136300,Sandringham North,Sandringham North,138100,Balmoral,Balmoral,0,0,39,9,153,0,0,0,0,0,204,0,0,39,0,93,0,0,0,0,0,138
5513,136300,Sandringham North,Sandringham North,138501,Newmarket,Newmarket,0,0,0,0,0,0,0,12,0,0,15,0,0,9,0,0,0,0,15,0,0,24
5514,136300,Sandringham North,Sandringham North,140200,Epsom Central-North,Epsom Central-North,0,9,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
5515,136300,Sandringham North,Sandringham North,140300,Mount St John,Mount St John,0,0,6,0,0,0,0,0,0,0,12,0,0,9,0,0,0,0,0,0,0,21
5516,136300,Sandringham North,Sandringham North,140400,Mount Roskill Central North,Mount Roskill Central North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5517,136300,Sandringham North,Sandringham North,140500,Remuera North,Remuera North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5518,136400,Parnell West,Parnell West,131900,Mount Albert West,Mount Albert West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5519,136400,Parnell West,Parnell West,133200,Queen Street,Queen Street,0,0,0,0,9,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9
5520,136400,Parnell West,Parnell West,134100,Queen Street South West,Queen Street South West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9
5521,136400,Parnell West,Parnell West,134800,Auckland-University,Auckland-University,0,24,0,15,402,9,63,0,0,9,528,0,30,0,12,744,0,105,0,0,9,900
5522,136400,Parnell West,Parnell West,136100,Grafton,Grafton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,6,0,0,0,66
5523,136400,Parnell West,Parnell West,136400,Parnell West,Parnell West,39,0,0,0,9,0,0,0,0,0,54,87,0,0,0,0,0,0,0,0,0,96
5524,136400,Parnell West,Parnell West,137400,Parnell East,Parnell East,0,0,39,0,51,0,0,0,0,0,93,0,0,42,0,60,0,0,0,0,0,114
5525,136400,Parnell West,Parnell West,137701,Mount Eden North East,Mount Eden North East,0,0,0,0,12,0,12,6,0,0,30,0,0,12,0,6,0,12,0,0,0,39
5526,136400,Parnell West,Parnell West,138501,Newmarket,Newmarket,0,0,0,0,15,0,0,0,0,0,27,0,0,12,0,12,0,0,0,0,0,30
5527,136400,Parnell West,Parnell West,139400,Remuera West,Remuera West,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5528,136400,Parnell West,Parnell West,140000,Remuera Waitaramoa,Remuera Waitaramoa,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5529,136400,Parnell West,Parnell West,140200,Epsom Central-North,Epsom Central-North,0,0,0,0,9,0,9,0,0,0,21,0,0,0,0,0,0,0,0,0,0,12
5530,136400,Parnell West,Parnell West,140300,Mount St John,Mount St John,0,0,21,0,0,0,21,0,0,0,54,0,0,15,0,0,0,15,0,0,0,36
5531,136400,Parnell West,Parnell West,140500,Remuera North,Remuera North,0,0,0,0,0,0,0,0,0,0,9,0,0,6,0,0,0,0,0,0,0,15
5532,136400,Parnell West,Parnell West,151400,Ōtāhuhu South West,Otahuhu South West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
5533,136501,New Lynn South,New Lynn South,127500,Henderson Central,Henderson Central,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,6
5534,136501,New Lynn South,New Lynn South,130500,Kelston North,Kelston North,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5535,136501,New Lynn South,New Lynn South,131900,Mount Albert West,Mount Albert West,0,12,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,18
5536,136501,New Lynn South,New Lynn South,132001,Avondale North West (Auckland),Avondale North West (Auckland),0,0,9,0,0,0,9,0,0,0,30,0,0,9,0,0,0,15,0,0,0,27
5537,136501,New Lynn South,New Lynn South,132600,New Lynn North West,New Lynn North West,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5538,136501,New Lynn South,New Lynn South,132900,Fruitvale,Fruitvale,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5539,136501,New Lynn South,New Lynn South,133900,New Lynn Central,New Lynn Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9
5540,136501,New Lynn South,New Lynn South,134200,Mount Albert Central,Mount Albert Central,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,6
5541,136501,New Lynn South,New Lynn South,134700,Kaurilands,Kaurilands,0,0,12,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,0,0,0,9
5542,136501,New Lynn South,New Lynn South,134800,Auckland-University,Auckland-University,0,12,0,0,0,0,24,15,0,0,57,0,9,0,0,0,0,24,12,0,0,51
5543,136501,New Lynn South,New Lynn South,135000,Avondale South (Auckland),Avondale South (Auckland),0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5544,136501,New Lynn South,New Lynn South,135600,New Lynn Central South,New Lynn Central South,0,0,6,0,0,0,0,0,0,0,12,0,0,12,0,0,0,0,0,0,0,15
5545,136501,New Lynn South,New Lynn South,136501,New Lynn South,New Lynn South,24,0,27,0,72,0,0,0,0,0,129,21,0,42,0,45,0,0,0,0,0,114
5546,136501,New Lynn South,New Lynn South,136502,New Lynn South East,New Lynn South East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5547,136501,New Lynn South,New Lynn South,137202,Blockhouse Bay Central,Blockhouse Bay Central,0,0,24,0,9,0,0,0,0,0,45,0,0,33,0,6,0,0,0,0,0,42
5548,136501,New Lynn South,New Lynn South,137300,Green Bay North,Green Bay North,0,0,18,0,27,0,0,0,0,0,51,0,0,30,0,39,0,0,0,0,0,69
5549,136501,New Lynn South,New Lynn South,138501,Newmarket,Newmarket,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9
5550,136501,New Lynn South,New Lynn South,138901,Blockhouse Bay South,Blockhouse Bay South,0,0,6,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,6
5551,136501,New Lynn South,New Lynn South,139601,Mount Roskill West,Mount Roskill West,0,0,18,0,0,0,9,0,0,0,30,0,0,9,0,0,0,12,0,0,0,24
5552,136501,New Lynn South,New Lynn South,140200,Epsom Central-North,Epsom Central-North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
5553,136501,New Lynn South,New Lynn South,140300,Mount St John,Mount St John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5554,136501,New Lynn South,New Lynn South,154400,Ōtara Central,Otara Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5555,136502,New Lynn South East,New Lynn South East,131900,Mount Albert West,Mount Albert West,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
5556,136502,New Lynn South East,New Lynn South East,132001,Avondale North West (Auckland),Avondale North West (Auckland),0,0,9,0,0,0,12,0,0,0,27,0,0,0,0,0,0,9,0,0,0,12
5557,136502,New Lynn South East,New Lynn South East,133900,New Lynn Central,New Lynn Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5558,136502,New Lynn South East,New Lynn South East,134200,Mount Albert Central,Mount Albert Central,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,15
5559,136502,New Lynn South East,New Lynn South East,134700,Kaurilands,Kaurilands,0,0,6,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,9
5560,136502,New Lynn South East,New Lynn South East,134800,Auckland-University,Auckland-University,0,9,0,0,0,0,21,9,0,0,39,0,9,0,0,0,0,18,6,0,0,42
5561,136502,New Lynn South East,New Lynn South East,135000,Avondale South (Auckland),Avondale South (Auckland),0,0,6,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,9
5562,136502,New Lynn South East,New Lynn South East,135100,Symonds Street North West,Symonds Street North West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5563,136502,New Lynn South East,New Lynn South East,135600,New Lynn Central South,New Lynn Central South,0,0,12,0,9,0,0,0,0,0,21,0,0,12,0,18,0,0,0,0,0,33
5564,136502,New Lynn South East,New Lynn South East,136501,New Lynn South,New Lynn South,0,0,24,0,9,0,0,0,0,0,39,0,0,21,0,6,0,0,0,0,0,30
5565,136502,New Lynn South East,New Lynn South East,136502,New Lynn South East,New Lynn South East,15,0,0,0,0,0,0,0,0,0,18,42,0,0,0,0,0,0,0,0,0,48
5566,136502,New Lynn South East,New Lynn South East,137201,Blockhouse Bay North,Blockhouse Bay North,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5567,136502,New Lynn South East,New Lynn South East,137202,Blockhouse Bay Central,Blockhouse Bay Central,0,0,24,0,9,0,0,0,0,0,36,0,0,15,0,15,0,0,0,0,0,33
5568,136502,New Lynn South East,New Lynn South East,137300,Green Bay North,Green Bay North,0,0,18,0,0,0,0,0,0,0,27,0,0,18,6,9,0,0,0,0,0,36
5569,136502,New Lynn South East,New Lynn South East,138901,Blockhouse Bay South,Blockhouse Bay South,0,0,18,0,0,0,0,0,0,0,21,0,0,12,0,0,0,0,0,0,0,12
5570,136502,New Lynn South East,New Lynn South East,139601,Mount Roskill West,Mount Roskill West,0,0,6,0,0,0,6,0,0,0,15,0,0,15,0,0,0,12,0,0,0,24
5571,136601,New Windsor North,New Windsor North,117400,Albany West,Albany West,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
5572,136601,New Windsor North,New Windsor North,127200,Akoranga,Akoranga,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
5573,136601,New Windsor North,New Windsor North,131900,Mount Albert West,Mount Albert West,0,15,0,0,0,0,6,0,0,0,27,0,15,0,0,0,0,0,0,0,0,18
5574,136601,New Windsor North,New Windsor North,132001,Avondale North West (Auckland),Avondale North West (Auckland),0,0,18,0,9,0,0,0,0,0,33,0,0,18,0,6,0,9,0,0,0,36
5575,136601,New Windsor North,New Windsor North,132200,Mount Albert North,Mount Albert North,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5576,136601,New Windsor North,New Windsor North,133200,Queen Street,Queen Street,0,6,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
5577,136601,New Windsor North,New Windsor North,134200,Mount Albert Central,Mount Albert Central,0,0,15,0,0,0,0,0,0,0,24,0,0,6,0,0,0,0,0,0,0,15
5578,136601,New Windsor North,New Windsor North,134800,Auckland-University,Auckland-University,0,15,0,0,0,0,78,9,0,0,117,0,21,0,0,0,0,63,6,0,0,96
5579,136601,New Windsor North,New Windsor North,135000,Avondale South (Auckland),Avondale South (Auckland),0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,6
5580,136601,New Windsor North,New Windsor North,135500,Ōwairaka West,Owairaka West,0,0,21,0,0,0,0,0,0,0,21,0,0,9,0,0,0,0,0,0,0,15
5581,136601,New Windsor North,New Windsor North,136200,Eden Park,Eden Park,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5582,136601,New Windsor North,New Windsor North,136601,New Windsor North,New Windsor North,21,0,0,0,0,0,0,0,0,0,21,45,0,0,0,0,0,0,0,0,0,45
5583,136601,New Windsor North,New Windsor North,137100,Glenavon,Glenavon,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,9
5584,136601,New Windsor North,New Windsor North,137202,Blockhouse Bay Central,Blockhouse Bay Central,0,0,18,0,0,0,0,0,0,0,21,0,0,21,0,0,0,0,0,0,0,30
5585,136601,New Windsor North,New Windsor North,138301,New Windsor South,New Windsor South,0,0,36,0,39,0,0,0,0,0,78,0,0,24,0,24,0,0,0,0,0,51
5586,136601,New Windsor North,New Windsor North,138501,Newmarket,Newmarket,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,6,0,0,15
5587,136601,New Windsor North,New Windsor North,139100,Wesley East,Wesley East,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5588,136601,New Windsor North,New Windsor North,139601,Mount Roskill West,Mount Roskill West,0,0,27,0,9,0,0,0,0,0,39,0,0,24,0,0,0,9,0,0,0,45
5589,136601,New Windsor North,New Windsor North,140200,Epsom Central-North,Epsom Central-North,0,0,9,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
5590,136601,New Windsor North,New Windsor North,140300,Mount St John,Mount St John,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5591,136601,New Windsor North,New Windsor North,140400,Mount Roskill Central North,Mount Roskill Central North,0,0,15,0,0,0,0,0,0,0,18,0,0,15,0,0,0,0,0,0,0,18
5592,136601,New Windsor North,New Windsor North,152201,Botany Downs West,Botany Downs West,0,0,6,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5593,136700,Titirangi South,Titirangi South,117300,Albany Central,Albany Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5594,136700,Titirangi South,Titirangi South,117400,Albany West,Albany West,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5595,136700,Titirangi South,Titirangi South,125100,Henderson Lincoln East,Henderson Lincoln East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5596,136700,Titirangi South,Titirangi South,125701,Henderson Lincoln South,Henderson Lincoln South,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5597,136700,Titirangi South,Titirangi South,127200,Akoranga,Akoranga,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5598,136700,Titirangi South,Titirangi South,127500,Henderson Central,Henderson Central,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5599,136700,Titirangi South,Titirangi South,130200,Saint Marys Bay,Saint Marys Bay,0,0,0,0,0,12,0,0,0,0,18,0,0,0,0,0,6,0,0,0,0,9
5600,136700,Titirangi South,Titirangi South,131500,Glen Eden Central,Glen Eden Central,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5601,136700,Titirangi South,Titirangi South,131900,Mount Albert West,Mount Albert West,0,6,0,0,0,0,0,0,0,0,12,0,12,0,0,0,0,0,0,0,0,18
5602,136700,Titirangi South,Titirangi South,132001,Avondale North West (Auckland),Avondale North West (Auckland),0,0,9,0,0,18,9,0,0,0,39,0,0,0,0,0,15,0,0,0,0,27
5603,136700,Titirangi South,Titirangi South,132501,Konini Road,Konini Road,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5604,136700,Titirangi South,Titirangi South,133200,Queen Street,Queen Street,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5605,136700,Titirangi South,Titirangi South,134200,Mount Albert Central,Mount Albert Central,0,0,9,0,0,0,0,9,0,0,21,0,0,6,0,0,0,0,0,0,0,21
5606,136700,Titirangi South,Titirangi South,134600,Waima-Woodlands Park,Waima-Woodlands Park,0,0,51,0,0,0,0,0,0,0,51,0,0,48,0,6,0,0,0,0,0,57
5607,136700,Titirangi South,Titirangi South,134700,Kaurilands,Kaurilands,0,0,198,0,33,36,0,0,0,0,273,0,0,162,0,21,27,0,0,0,0,213
5608,136700,Titirangi South,Titirangi South,134800,Auckland-University,Auckland-University,0,27,0,0,0,0,27,30,0,0,87,0,21,0,0,0,0,27,21,0,0,75
5609,136700,Titirangi South,Titirangi South,136700,Titirangi South,Titirangi South,39,0,18,0,0,0,0,0,0,0,57,60,0,9,0,0,0,0,0,0,0,69
5610,136700,Titirangi South,Titirangi South,137202,Blockhouse Bay Central,Blockhouse Bay Central,0,0,15,0,0,0,0,0,0,0,21,0,0,6,0,0,0,0,0,0,0,6
5611,136700,Titirangi South,Titirangi South,137300,Green Bay North,Green Bay North,0,6,84,0,42,0,0,0,0,0,144,0,12,87,0,51,9,0,0,0,0,165
5612,136700,Titirangi South,Titirangi South,138501,Newmarket,Newmarket,0,0,0,0,0,0,0,18,0,0,21,0,0,0,0,0,0,0,12,0,0,15
5613,136700,Titirangi South,Titirangi South,139601,Mount Roskill West,Mount Roskill West,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
5614,136700,Titirangi South,Titirangi South,140200,Epsom Central-North,Epsom Central-North,0,0,0,0,0,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,9
5615,136700,Titirangi South,Titirangi South,140300,Mount St John,Mount St John,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
5616,136700,Titirangi South,Titirangi South,152201,Botany Downs West,Botany Downs West,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5617,136700,Titirangi South,Titirangi South,155500,Manukau Central,Manukau Central,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,9
5618,136801,Ōwairaka East,Owairaka East,117400,Albany West,Albany West,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5619,136801,Ōwairaka East,Owairaka East,127500,Henderson Central,Henderson Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5620,136801,Ōwairaka East,Owairaka East,131900,Mount Albert West,Mount Albert West,0,9,0,0,0,0,0,0,0,0,18,0,6,0,0,0,0,6,0,0,0,24
5621,136801,Ōwairaka East,Owairaka East,132001,Avondale North West (Auckland),Avondale North West (Auckland),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5622,136801,Ōwairaka East,Owairaka East,132200,Mount Albert North,Mount Albert North,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
5623,136801,Ōwairaka East,Owairaka East,133200,Queen Street,Queen Street,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5624,136801,Ōwairaka East,Owairaka East,133600,Morningside (Auckland),Morningside (Auckland),0,0,6,0,0,0,0,0,0,0,6,0,0,12,0,0,0,0,0,0,0,12
5625,136801,Ōwairaka East,Owairaka East,134200,Mount Albert Central,Mount Albert Central,0,0,42,0,54,0,0,0,0,0,102,0,0,48,0,45,0,0,0,0,0,102
5626,136801,Ōwairaka East,Owairaka East,134800,Auckland-University,Auckland-University,0,15,0,0,0,0,54,0,0,0,78,0,9,0,0,0,0,45,0,0,0,60
5627,136801,Ōwairaka East,Owairaka East,135000,Avondale South (Auckland),Avondale South (Auckland),0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5628,136801,Ōwairaka East,Owairaka East,135500,Ōwairaka West,Owairaka West,0,0,18,0,30,0,0,0,0,0,51,0,0,9,0,39,0,0,0,0,0,51
5629,136801,Ōwairaka East,Owairaka East,136200,Eden Park,Eden Park,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,0,15,0,0,0,21
5630,136801,Ōwairaka East,Owairaka East,136801,Ōwairaka East,Owairaka East,18,0,9,0,0,0,0,0,0,0,36,48,0,9,0,0,0,0,0,0,0,60
5631,136801,Ōwairaka East,Owairaka East,137000,Sandringham Central,Sandringham Central,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5632,136801,Ōwairaka East,Owairaka East,138501,Newmarket,Newmarket,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,0,0,0,6,0,0,12
5633,136801,Ōwairaka East,Owairaka East,139100,Wesley East,Wesley East,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
5634,136801,Ōwairaka East,Owairaka East,140200,Epsom Central-North,Epsom Central-North,0,6,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12
5635,136801,Ōwairaka East,Owairaka East,140400,Mount Roskill Central North,Mount Roskill Central North,0,0,12,0,0,0,0,0,0,0,18,0,0,9,0,0,0,0,0,0,0,9
5636,136801,Ōwairaka East,Owairaka East,142600,Royal Oak West (Auckland),Royal Oak West (Auckland),0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
5637,136801,Ōwairaka East,Owairaka East,152000,Howick Central,Howick Central,0,0,0,0,9,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5638,136801,Ōwairaka East,Owairaka East,154400,Ōtara Central,Otara Central,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
5639,136801,Ōwairaka East,Owairaka East,155500,Manukau Central,Manukau Central,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6
5640,136900,Eden Valley,Eden Valley,133200,Queen Street,Queen Street,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
5641,136900,Eden Valley,Eden Valley,134200,Mount Albert Central,Mount Albert Central,0,0,9,0,0,0,15,0,0,0,27,0,0,0,0,0,0,9,0,0,0,18
5642,136900,Eden Valley,Eden Valley,134800,Auckland-University,Auckland-University,0,12,0,0,9,0,51,0,0,0,78,0,12,0,0,0,0,81,0,0,0,108
5643,136900,Eden Valley,Eden Valley,136100,Grafton,Grafton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
5644,136900,Eden Valley,Eden Valley,136200,Eden Park,Eden Park,0,0,0,0,15,0,0,0,0,0,21,0,0,0,0,15,0,0,0,0,0,15
5645,136900,Eden Valley,Eden Valley,136900,Eden Valley,Eden Valley,21,0,0,0,0,0,0,0,0,0,27,45,0,0,0,0,0,0,0,0,0,48
5646,136900,Eden Valley,Eden Valley,137701,Mount Eden North East,Mount Eden North East,0,0,0,0,24,0,0,0,0,0,33,0,0,9,0,21,0,0,0,0,0,39
5647,136900,Eden Valley,Eden Valley,137800,Mount Eden North,Mount Eden North,0,0,45,0,54,0,0,0,0,0,99,0,0,15,0,45,0,0,0,0,0,66
