SA2_code_usual_residence_address,SA2_name_usual_residence_address,SA2_usual_residence_easting,SA2_usual_residence_northing,SA2_code_workplace_address,SA2_name_workplace_address,SA2_workplace_easting,SA2_workplace_northing,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total
100100,North Cape,1579396.081,6181775.249,100100,North Cape,1579396.081,6181775.249,144,117,33,9,-999,-999,-999,21,-999,6,330
100200,Rangaunu Harbour,1612554.651,6136232.766,100200,Rangaunu Harbour,1612554.651,6136232.766,210,93,24,15,-999,-999,-999,12,-999,-999,354
100400,Karikari Peninsula,1634562.574,6127415.055,100400,Karikari Peninsula,1634562.574,6127415.055,102,54,6,6,-999,-999,-999,-999,-999,-999,177
100500,Tangonge,1619918.067,6113278.371,100500,Tangonge,1619918.067,6113278.371,123,30,9,-999,-999,-999,-999,-999,-999,-999,168
100600,Ahipara,1614655.612,6109255.026,100600,Ahipara,1614655.612,6109255.026,63,18,-999,-999,-999,-999,-999,-999,-999,-999,90
100700,Kaitaia East,1624073.029,6115410.045,100700,Kaitaia East,1624073.029,6115410.045,120,171,36,21,-999,-999,-999,36,-999,-999,393
100800,Kaitaia West,1624343.92,6113419.018,100800,Kaitaia West,1624343.92,6113419.018,114,114,9,6,-999,-999,-999,27,-999,-999,273
100900,Rangitihi,1628355.363,6112734.393,100900,Rangitihi,1628355.363,6112734.393,81,12,-999,-999,-999,-999,-999,-999,-999,-999,99
101000,Oruru-Parapara,1642075.248,6123164.914,101000,Oruru-Parapara,1642075.248,6123164.914,75,15,-999,-999,-999,-999,-999,-999,-999,-999,99
101100,Taumarumaru,1646334.536,6127202.169,101100,Taumarumaru,1646334.536,6127202.169,159,147,15,18,-999,-999,-999,21,-999,-999,366
101200,Herekino-Takahue,1633904.286,6105862.471,101200,Herekino-Takahue,1633904.286,6105862.471,105,18,-999,-999,-999,-999,-999,-999,-999,-999,126
101300,Peria,1640831.643,6113105.201,101300,Peria,1640831.643,6113105.201,111,-999,-999,-999,-999,-999,-999,-999,-999,-999,120
101400,Taemaro-Oruaiti,1652809.938,6123992.451,101400,Taemaro-Oruaiti,1652809.938,6123992.451,87,-999,-999,-999,-999,-999,-999,-999,-999,-999,99
101500,Whakapaku,1660463.444,6121224.839,101500,Whakapaku,1660463.444,6121224.839,81,15,6,-999,-999,-999,-999,-999,-999,-999,114
101600,Hokianga North,1630740.628,6086036.9,101600,Hokianga North,1630740.628,6086036.9,63,24,-999,-999,-999,-999,-999,-999,-999,-999,90
101700,Kohukohu-Broadwood,1642157.015,6094690.117,101700,Kohukohu-Broadwood,1642157.015,6094690.117,84,15,-999,-999,-999,-999,-999,-999,-999,-999,108
101800,Whakarara,1677497.545,6119649.836,101800,Whakarara,1677497.545,6119649.836,150,63,-999,-999,-999,-999,-999,6,-999,-999,225
101900,Kaeo,1667702.384,6109614.395,101900,Kaeo,1667702.384,6109614.395,111,66,9,9,-999,-999,-999,-999,-999,-999,204
102000,Omahuta Forest-Horeke,1656177.385,6094804.978,102000,Omahuta Forest-Horeke,1656177.385,6094804.978,114,21,-999,-999,-999,-999,-999,-999,-999,-999,141
102100,Hokianga South,1643948.142,6074946.173,102100,Hokianga South,1643948.142,6074946.173,96,60,12,-999,-999,-999,-999,15,-999,-999,192
102200,Lake Manuwai-Kapiro,1678789.755,6106356.023,102200,Lake Manuwai-Kapiro,1678789.755,6106356.023,231,48,21,-999,-999,-999,-999,9,-999,-999,312
102300,Okaihau,1671911.465,6094885.356,102300,Okaihau,1671911.465,6094885.356,135,24,6,-999,-999,-999,-999,15,-999,-999,192
102400,Rangitane-Purerua,1685559.532,6111672.79,102400,Rangitane-Purerua,1685559.532,6111672.79,150,24,9,-999,-999,-999,-999,-999,-999,-999,186
102500,Waipapa,1683593.395,6103289.363,102500,Waipapa,1683593.395,6103289.363,78,18,12,-999,-999,-999,-999,-999,-999,-999,126
102600,Puketotara,1682176.185,6098662.919,102600,Puketotara,1682176.185,6098662.919,222,30,21,-999,-999,-999,-999,15,-999,-999,291
102700,Waima Forest,1657103.151,6072747.743,102700,Waima Forest,1657103.151,6072747.743,60,9,-999,-999,-999,-999,-999,-999,-999,-999,78
102800,Riverview,1687602.224,6103459.297,102800,Riverview,1687602.224,6103459.297,171,33,9,-999,-999,-999,-999,-999,-999,-999,222
102900,Waipoua Forest,1646329.26,6062371.317,102900,Waipoua Forest,1646329.26,6062371.317,132,90,9,9,-999,-999,-999,9,-999,-999,246
103000,Kerikeri Central,1686540.007,6101582.465,103000,Kerikeri Central,1686540.007,6101582.465,135,177,33,9,-999,-999,-999,90,-999,-999,447
103100,Kerikeri South,1687138.248,6099211.35,103100,Kerikeri South,1687138.248,6099211.35,243,45,15,6,-999,-999,-999,12,-999,-999,324
103200,Ohaeawai-Waimate North,1678149.09,6089443.304,103200,Ohaeawai-Waimate North,1678149.09,6089443.304,132,21,15,-999,-999,-999,-999,-999,-999,-999,174
103300,Puketona-Waitangi,1691027.982,6095455.082,103300,Puketona-Waitangi,1691027.982,6095455.082,159,27,9,-999,-999,-999,-999,9,-999,6,213
103400,Ngapuhi,1669478.821,6079795.797,103400,Ngapuhi,1669478.821,6079795.797,99,21,12,-999,-999,-999,-999,-999,-999,-999,138
103500,Kaikohe,1672426.872,6081426.043,103500,Kaikohe,1672426.872,6081426.043,102,303,30,27,-999,-999,-999,72,-999,-999,540
103600,Pakaraka,1689431.874,6085760.337,103600,Pakaraka,1689431.874,6085760.337,78,6,-999,-999,-999,-999,-999,-999,-999,-999,93
103700,Haruru,1696327.144,6095465.699,103700,Haruru,1696327.144,6095465.699,87,18,9,-999,-999,-999,-999,-999,-999,-999,120
103800,Russell,1702290.33,6097927.835,103800,Russell,1702290.33,6097927.835,93,66,12,6,-999,-999,-999,42,-999,-999,222
103900,Paihia,1699402.407,6094681.109,103900,Paihia,1699402.407,6094681.109,189,93,21,-999,-999,-999,-999,90,-999,-999,402
104000,Mataraua Forest,1672999.136,6065978.467,104000,Mataraua Forest,1672999.136,6065978.467,57,9,-999,-999,-999,-999,-999,-999,-999,6,78
104100,Matawaia-Taumarere,1686407.631,6071747.76,104100,Matawaia-Taumarere,1686407.631,6071747.76,111,12,9,-999,-999,-999,-999,-999,-999,-999,138
104200,Russell Peninsula,1705691.192,6094532.828,104200,Russell Peninsula,1705691.192,6094532.828,72,9,-999,-999,-999,-999,-999,-999,-999,-999,93
104300,Opua (Far North District),1699985.572,6090614.537,104300,Opua (Far North District),1699985.572,6090614.537,90,42,15,-999,-999,-999,-999,-999,-999,-999,150
104400,Russell Forest-Rawhiti,1711378.574,6085368.234,104400,Russell Forest-Rawhiti,1711378.574,6085368.234,42,15,-999,-999,-999,-999,-999,-999,-999,-999,69
104500,Moerewa,1693111.356,6083919.921,104500,Moerewa,1693111.356,6083919.921,39,69,-999,15,-999,-999,-999,15,-999,-999,141
104600,Kawakawa,1697711.591,6084397.408,104600,Kawakawa,1697711.591,6084397.408,39,60,6,-999,-999,-999,-999,30,-999,-999,144
104700,Maromaku,1703540.68,6073319.553,104700,Maromaku,1703540.68,6073319.553,141,9,-999,-999,-999,-999,-999,6,-999,6,171
104800,Mangakahia-Hukerenui,1690731.954,6054073.027,104800,Mangakahia-Hukerenui,1690731.954,6054073.027,306,54,15,-999,-999,-999,-999,12,-999,24,414
104900,Whangaruru,1721095.04,6071805.342,104900,Whangaruru,1721095.04,6071805.342,324,78,18,-999,-999,-999,-999,12,-999,6,441
105100,Matarau,1709501.66,6052279.031,105100,Matarau,1709501.66,6052279.031,285,33,30,-999,-999,-999,-999,-999,-999,-999,357
105200,Hikurangi,1716603.02,6060265.399,105200,Hikurangi,1716603.02,6060265.399,72,27,6,-999,-999,-999,-999,9,-999,-999,117
105300,Kauri,1716506.553,6056388.259,105300,Kauri,1716506.553,6056388.259,153,33,15,-999,-999,-999,-999,-999,-999,6,207
105400,Maungatapere,1704387.714,6041826.827,105400,Maungatapere,1704387.714,6041826.827,426,114,33,6,-999,-999,-999,27,-999,12,621
105500,Kamo West,1717209.459,6051872.672,105500,Kamo West,1717209.459,6051872.672,90,21,18,-999,-999,-999,-999,-999,-999,-999,135
105600,Matapouri-Tutukaka,1733888.359,6059640.321,105600,Matapouri-Tutukaka,1733888.359,6059640.321,177,54,18,6,-999,-999,-999,21,-999,-999,279
105700,Kiripaka,1727003.292,6054324.791,105700,Kiripaka,1727003.292,6054324.791,84,9,-999,-999,-999,-999,-999,-999,-999,-999,99
105800,Kamo East,1718531.515,6051033.322,105800,Kamo East,1718531.515,6051033.322,105,6,-999,-999,-999,-999,-999,-999,-999,-999,120
105900,Granfield Reserve,1717178.609,6049644.807,105900,Granfield Reserve,1717178.609,6049644.807,141,39,18,-999,-999,-999,-999,21,-999,-999,225
106000,Kamo Central,1718078.353,6050219.545,106000,Kamo Central,1718078.353,6050219.545,63,21,-999,-999,-999,-999,-999,6,-999,-999,93
106100,Whau Valley,1717223.86,6047974.585,106100,Whau Valley,1717223.86,6047974.585,135,21,6,-999,-999,-999,-999,9,-999,-999,171
106200,Tikipunga North,1719725.175,6050642.504,106200,Tikipunga North,1719725.175,6050642.504,90,30,-999,-999,-999,-999,-999,9,-999,-999,141
106300,Pukenui,1713476.113,6043447.606,106300,Pukenui,1713476.113,6043447.606,165,24,-999,-999,-999,-999,-999,-999,-999,-999,195
106400,Otangarei,1719222.663,6049268.478,106400,Otangarei,1719222.663,6049268.478,51,15,-999,-999,-999,-999,-999,9,-999,-999,78
106500,Tikipunga South,1720484.366,6049109.503,106500,Tikipunga South,1720484.366,6049109.503,135,15,-999,-999,-999,-999,-999,-999,-999,-999,159
106600,Kensington (Whangarei District),1718345.807,6047083.227,106600,Kensington (Whangarei District),1718345.807,6047083.227,180,48,15,-999,-999,-999,-999,33,-999,-999,282
106700,Abbey Caves-Glenbervie,1723144.931,6048028.743,106700,Abbey Caves-Glenbervie,1723144.931,6048028.743,126,15,9,-999,-999,-999,-999,-999,-999,-999,150
106800,Mairtown,1719803.513,6048016.32,106800,Mairtown,1719803.513,6048016.32,123,6,9,-999,-999,-999,-999,6,-999,-999,150
106900,Maunu-Horahora,1716685.343,6044390.563,106900,Maunu-Horahora,1716685.343,6044390.563,141,126,6,-999,-999,-999,6,84,-999,-999,372
107000,Woodhill-Vinetown,1718435.569,6045536.254,107000,Woodhill-Vinetown,1718435.569,6045536.254,144,21,-999,-999,-999,-999,-999,9,-999,-999,183
107100,Whangarei Central,1719767.534,6045359.182,107100,Whangarei Central,1719767.534,6045359.182,66,66,21,-999,-999,-999,-999,42,-999,-999,204
107200,Riverside,1721158.898,6045615,107200,Riverside,1721158.898,6045615,117,-999,-999,-999,-999,-999,-999,9,-999,-999,135
107300,Raumanga,1717444.516,6043036.336,107300,Raumanga,1717444.516,6043036.336,90,15,-999,-999,-999,-999,-999,-999,-999,-999,111
107400,Tarewa,1718367.082,6043895.774,107400,Tarewa,1718367.082,6043895.774,48,9,-999,-999,-999,-999,-999,6,-999,-999,72
107500,Morningside (Whangarei District),1719371.649,6044486.121,107500,Morningside (Whangarei District),1719371.649,6044486.121,96,15,-999,-999,-999,-999,-999,9,-999,-999,120
107600,Ngunguru,1737169.484,6056628.537,107600,Ngunguru,1737169.484,6056628.537,81,33,-999,-999,-999,-999,-999,9,-999,-999,123
107700,Otaika-Portland,1716204.703,6039573.701,107700,Otaika-Portland,1716204.703,6039573.701,111,33,12,-999,-999,-999,-999,-999,-999,-999,168
107800,Oakleigh-Mangapai,1709737.706,6026916.311,107800,Oakleigh-Mangapai,1709737.706,6026916.311,300,69,15,-999,-999,-999,-999,12,-999,9,405
107900,Port-Limeburners,1720319.454,6043043.778,107900,Port-Limeburners,1720319.454,6043043.778,12,18,-999,-999,-999,-999,-999,-999,-999,-999,36
108000,Pataua,1729192.107,6048723.677,108000,Pataua,1729192.107,6048723.677,177,21,-999,-999,-999,-999,-999,-999,-999,-999,204
108100,Onerahi Park,1724098.265,6042637.694,108100,Onerahi Park,1724098.265,6042637.694,78,6,-999,-999,-999,-999,-999,-999,-999,-999,90
108200,Sherwood Rise,1723128.413,6043070.671,108200,Sherwood Rise,1723128.413,6043070.671,72,6,-999,-999,-999,-999,-999,-999,-999,-999,81
108300,Onerahi,1723256.915,6041128.342,108300,Onerahi,1723256.915,6041128.342,114,27,-999,-999,-999,-999,-999,6,-999,-999,156
108500,Parua Bay,1729106.402,6041728.066,108500,Parua Bay,1729106.402,6041728.066,195,27,12,-999,-999,-999,-999,9,-999,-999,246
108600,Bream Bay,1724865.484,6024598.113,108600,Bream Bay,1724865.484,6024598.113,276,39,12,-999,-999,-999,-999,6,-999,9,351
108700,Marsden Bay,1734277.11,6032395.38,108700,Marsden Bay,1734277.11,6032395.38,162,111,12,12,-999,-999,-999,9,-999,-999,312
108800,Ruakaka,1731546.055,6028525.217,108800,Ruakaka,1731546.055,6028525.217,135,126,24,12,-999,-999,-999,12,-999,-999,312
108900,Bream Head,1738749.39,6035023.736,108900,Bream Head,1738749.39,6035023.736,132,6,-999,-999,-999,-999,-999,-999,-999,-999,150
109000,Waipu,1730708.372,6011384.013,109000,Waipu,1730708.372,6011384.013,288,165,36,12,-999,-999,12,39,-999,-999,555
109100,Kaipara Coastal,1658895.536,6045913.066,109100,Kaipara Coastal,1658895.536,6045913.066,567,144,42,24,-999,-999,-999,18,-999,45,837
109200,Maungaru,1687641.191,6029262.829,109200,Maungaru,1687641.191,6029262.829,414,39,12,9,-999,-999,-999,12,-999,15,498
109300,Dargaville,1678042.808,6022449.07,109300,Dargaville,1678042.808,6022449.07,189,666,132,63,-999,-999,9,111,-999,-999,1176
109400,Ruawai-Matakohe,1703222.551,6006040.864,109400,Ruawai-Matakohe,1703222.551,6006040.864,363,150,27,27,-999,-999,6,27,-999,27,630
109500,Otamatea (Kaipara District),1718959.613,5992366.328,109500,Otamatea (Kaipara District),1718959.613,5992366.328,234,42,15,-999,-999,-999,-999,6,-999,6,309
109600,Maungaturoto,1721231.784,6003063.678,109600,Maungaturoto,1721231.784,6003063.678,57,99,27,6,-999,-999,-999,18,-999,-999,210
109700,Kaiwaka,1727617.906,5992773.872,109700,Kaiwaka,1727617.906,5992773.872,255,96,30,6,-999,-999,-999,15,-999,-999,408
109800,Mangawhai Rural,1739097.883,6001925.939,109800,Mangawhai Rural,1739097.883,6001925.939,282,42,18,-999,-999,-999,-999,-999,-999,-999,348
109900,Mangawhai Heads,1742603.389,6004417.381,109900,Mangawhai Heads,1742603.389,6004417.381,198,90,18,6,-999,-999,-999,9,-999,-999,321
110100,Mangawhai,1741866.231,6001051.477,110100,Mangawhai,1741866.231,6001051.477,78,30,-999,-999,-999,-999,-999,9,-999,-999,126
110200,Okahukura Peninsula,1732707.761,5979971.636,110200,Okahukura Peninsula,1732707.761,5979971.636,204,27,15,-999,-999,-999,-999,-999,-999,15,267
110400,Cape Rodney,1746115.638,5986614.546,110400,Cape Rodney,1746115.638,5986614.546,531,132,27,9,-999,-999,-999,21,-999,12,735
110500,Wellsford,1736627.742,5982495.647,110500,Wellsford,1736627.742,5982495.647,72,120,24,12,-999,-999,-999,33,-999,-999,264
110700,South Head,1717382.517,5949415.471,110700,South Head,1717382.517,5949415.471,327,63,18,-999,-999,-999,-999,-999,-999,9,429
110800,Kaipara Hills,1733398.644,5963611.936,110800,Kaipara Hills,1733398.644,5963611.936,213,21,12,-999,-999,-999,-999,-999,-999,-999,258
110900,Dome Valley-Matakana,1751367.654,5976910.488,110900,Dome Valley-Matakana,1751367.654,5976910.488,213,42,12,6,-999,-999,-999,21,-999,6,297
111100,Warkworth West,1748126.634,5971645.084,111100,Warkworth West,1748126.634,5971645.084,132,117,33,-999,-999,-999,-999,21,-999,-999,312
111200,Puhoi Valley,1745569.8,5962858.018,111200,Puhoi Valley,1745569.8,5962858.018,387,69,21,12,-999,-999,-999,-999,-999,-999,495
111300,Warkworth East,1749558.978,5969805.603,111300,Warkworth East,1749558.978,5969805.603,183,180,27,27,-999,-999,-999,63,-999,-999,483
111400,Sandspit,1752320.208,5970590.603,111400,Sandspit,1752320.208,5970590.603,165,-999,-999,-999,-999,-999,-999,-999,-999,-999,180
111500,Tawharanui Peninsula,1760751.806,5973969.08,111500,Tawharanui Peninsula,1760751.806,5973969.08,276,66,30,-999,-999,-999,-999,9,-999,-999,390
111600,Te Kuru,1732723.87,5948092.411,111600,Te Kuru,1732723.87,5948092.411,216,36,15,-999,-999,-999,-999,-999,-999,-999,273
111700,Snells Beach,1754664.992,5968056.266,111700,Snells Beach,1754664.992,5968056.266,189,102,12,9,-999,-999,-999,30,-999,-999,342
111800,Barrier Islands,1817857.974,5991024.621,111800,Barrier Islands,1817857.974,5991024.621,120,108,24,-999,-999,-999,-999,21,-999,6,288
111900,Algies Bay-Scotts Landing,1756466.449,5963948.492,111900,Algies Bay-Scotts Landing,1756466.449,5963948.492,114,15,-999,-999,-999,-999,-999,-999,-999,-999,138
112100,Wainui-Waiwera,1739863.678,5950009.905,112100,Wainui-Waiwera,1739863.678,5950009.905,186,9,6,-999,-999,-999,-999,-999,-999,-999,207
112200,Parakai,1728343.457,5942145.9,112200,Parakai,1728343.457,5942145.9,39,12,-999,-999,-999,-999,-999,18,-999,-999,78
112300,Helensville Rural,1733962.347,5942960.016,112300,Helensville Rural,1733962.347,5942960.016,129,15,12,-999,-999,-999,-999,-999,-999,-999,159
112400,Helensville,1729946.398,5940198.272,112400,Helensville,1729946.398,5940198.272,105,156,27,9,-999,-999,-999,57,-999,-999,357
112500,Waitoki,1741630.813,5944187.974,112500,Waitoki,1741630.813,5944187.974,147,15,9,-999,-999,-999,-999,-999,-999,-999,171
112600,Waikoukou Valley,1735379.869,5936238.9,112600,Waikoukou Valley,1735379.869,5936238.9,195,21,12,-999,-999,-999,-999,-999,-999,-999,234
112700,Orewa North,1749932.109,5950290.204,112700,Orewa North,1749932.109,5950290.204,237,27,9,-999,-999,-999,-999,18,-999,-999,300
112800,Hatfields Beach,1751160.766,5951497.079,112800,Hatfields Beach,1751160.766,5951497.079,99,-999,-999,-999,-999,-999,-999,-999,-999,-999,111
112900,Orewa South,1750802.019,5949271.035,112900,Orewa South,1750802.019,5949271.035,123,21,-999,-999,-999,-999,-999,6,-999,-999,156
113000,Orewa Central,1751583.169,5949575.868,113000,Orewa Central,1751583.169,5949575.868,162,57,9,-999,-999,-999,-999,54,-999,-999,294
113100,Millwater North,1749571.579,5948031.564,113100,Millwater North,1749571.579,5948031.564,252,9,6,-999,-999,-999,-999,-999,-999,-999,267
113200,Waipatukahu,1726776.837,5928693.239,113200,Waipatukahu,1726776.837,5928693.239,138,6,6,-999,-999,-999,-999,6,-999,-999,162
113300,Millwater South,1749347.936,5946835.632,113300,Millwater South,1749347.936,5946835.632,126,24,-999,-999,-999,-999,-999,-999,-999,-999,156
113400,Dairy Flat North,1747831.251,5943268.068,113400,Dairy Flat North,1747831.251,5943268.068,192,18,9,-999,-999,-999,-999,6,-999,-999,225
113500,Dairy Flat West,1744668.22,5940402.322,113500,Dairy Flat West,1744668.22,5940402.322,153,15,15,-999,-999,-999,-999,-999,-999,-999,189
113600,Kingsway,1750836.337,5947502.75,113600,Kingsway,1750836.337,5947502.75,111,12,9,-999,-999,-999,-999,-999,-999,-999,135
113800,Silverdale Central (Auckland),1749765.496,5945528.858,113800,Silverdale Central (Auckland),1749765.496,5945528.858,33,27,9,-999,-999,-999,-999,12,-999,-999,87
113900,Red Beach West,1751626.247,5946911.106,113900,Red Beach West,1751626.247,5946911.106,99,12,6,-999,-999,-999,-999,6,-999,-999,126
114000,Red Beach East,1752480.208,5947489.61,114000,Red Beach East,1752480.208,5947489.61,279,51,15,-999,-999,-999,-999,15,-999,-999,360
114100,Silverdale South (Auckland),1751248.668,5945061.466,114100,Silverdale South (Auckland),1751248.668,5945061.466,183,18,12,-999,-999,-999,-999,6,-999,-999,222
114200,Waimauku,1730678.049,5928465.91,114200,Waimauku,1730678.049,5928465.91,102,18,6,-999,-999,-999,-999,9,-999,-999,135
114300,Gulf Islands,1765547.474,5927137.353,114300,Gulf Islands,1765547.474,5927137.353,30,-999,-999,-999,-999,-999,-999,-999,-999,-999,30
114400,Vipond,1753632.508,5946132.654,114400,Vipond,1753632.508,5946132.654,150,9,12,-999,-999,-999,-999,6,-999,-999,177
114500,Muriwai,1727461.123,5923559.85,114500,Muriwai,1727461.123,5923559.85,102,12,12,-999,-999,-999,-999,-999,-999,-999,135
114600,Stanmore Bay West,1754445.43,5945558.936,114600,Stanmore Bay West,1754445.43,5945558.936,135,21,6,-999,-999,-999,-999,12,-999,-999,177
114700,Kumeu Rural West,1735737.914,5927300.474,114700,Kumeu Rural West,1735737.914,5927300.474,189,15,6,-999,-999,-999,-999,-999,-999,-999,216
114800,Okura Bush,1752809.418,5940692.852,114800,Okura Bush,1752809.418,5940692.852,111,-999,9,-999,-999,-999,-999,-999,-999,-999,123
114900,Whangaparoa Central,1754985.205,5944038.447,114900,Whangaparoa Central,1754985.205,5944038.447,249,93,27,9,-999,-999,-999,24,-999,-999,405
115000,Kumeu-Huapai,1737695.371,5929533.747,115000,Kumeu-Huapai,1737695.371,5929533.747,156,99,24,-999,-999,-999,-999,18,-999,-999,300
115100,Stanmore Bay East,1755731.28,5944833.86,115100,Stanmore Bay East,1755731.28,5944833.86,129,27,9,-999,-999,-999,-999,12,-999,-999,177
115200,Manly West,1756727.866,5944367.475,115200,Manly West,1756727.866,5944367.475,159,9,15,-999,-999,-999,-999,-999,-999,-999,186
115300,Muriwai Valley-Bethells Beach,1731136.302,5924116.446,115300,Muriwai Valley-Bethells Beach,1731136.302,5924116.446,120,-999,-999,-999,-999,-999,-999,-999,-999,-999,132
115400,Tindalls-Matakatia,1758911.689,5946183.586,115400,Tindalls-Matakatia,1758911.689,5946183.586,165,9,6,-999,-999,-999,-999,-999,-999,-999,186
115500,Coatesville,1746755.01,5934629.088,115500,Coatesville,1746755.01,5934629.088,279,21,9,-999,-999,-999,-999,-999,-999,-999,318
115600,Dairy Flat South,1750005.068,5937580.827,115600,Dairy Flat South,1750005.068,5937580.827,156,-999,-999,-999,-999,-999,-999,-999,-999,-999,168
115700,Gulf Harbour North,1760455.509,5946947.553,115700,Gulf Harbour North,1760455.509,5946947.553,174,21,12,-999,-999,-999,-999,6,-999,-999,219
115800,Manly East,1757468.843,5944351.179,115800,Manly East,1757468.843,5944351.179,228,54,18,-999,-999,-999,-999,15,-999,-999,318
115900,Riverhead,1741362.725,5930792.127,115900,Riverhead,1741362.725,5930792.127,189,30,12,-999,-999,-999,-999,15,-999,-999,246
116000,Army Bay,1763069.375,5947386.488,116000,Army Bay,1763069.375,5947386.488,117,6,12,-999,-999,-999,-999,-999,-999,-999,138
116100,Kumeu Rural East,1740512.836,5928755.678,116100,Kumeu Rural East,1740512.836,5928755.678,213,27,15,-999,-999,-999,-999,9,-999,-999,273
116200,Gulf Harbour South,1760591.954,5945424.659,116200,Gulf Harbour South,1760591.954,5945424.659,186,18,-999,-999,-999,-999,-999,9,-999,-999,219
116300,Paremoremo West,1744236.682,5931080.457,116300,Paremoremo West,1744236.682,5931080.457,105,-999,-999,-999,-999,-999,-999,-999,-999,-999,114
116400,Taupaki,1738618.178,5923785.658,116400,Taupaki,1738618.178,5923785.658,189,15,18,-999,-999,-999,-999,9,-999,-999,234
116500,Long Bay,1754833.352,5938176.204,116500,Long Bay,1754833.352,5938176.204,108,-999,-999,-999,-999,-999,-999,-999,-999,-999,117
116600,Paremoremo East,1748207.034,5931595.35,116600,Paremoremo East,1748207.034,5931595.35,168,27,9,-999,-999,-999,-999,9,-999,-999,216
116700,Albany Heights,1751287.908,5935076.601,116700,Albany Heights,1751287.908,5935076.601,168,12,6,-999,-999,-999,-999,-999,-999,-999,189
116800,Awaruku,1754299.596,5937027.598,116800,Awaruku,1754299.596,5937027.598,258,12,9,-999,-999,-999,-999,6,-999,-999,288
116900,Fairview Heights,1753337.827,5935915.89,116900,Fairview Heights,1753337.827,5935915.89,168,9,-999,-999,-999,-999,-999,-999,-999,-999,189
117000,Whenuapai,1744666.754,5927016.512,117000,Whenuapai,1744666.754,5927016.512,303,117,33,6,-999,-999,45,153,-999,-999,660
117100,Waitakere Ranges North,1733646.016,5915306.928,117100,Waitakere Ranges North,1733646.016,5915306.928,105,6,-999,-999,-999,-999,-999,-999,-999,-999,114
117200,Torbay,1756417.605,5937519.201,117200,Torbay,1756417.605,5937519.201,294,24,12,-999,-999,-999,-999,21,-999,-999,354
117300,Albany Central,1752234.194,5933923.727,117300,Albany Central,1752234.194,5933923.727,21,12,-999,-999,-999,-999,-999,18,-999,-999,57
117400,Albany West,1750694.096,5932478.837,117400,Albany West,1750694.096,5932478.837,126,27,9,-999,-999,-999,-999,6,-999,-999,165
117500,Glamorgan,1755477.914,5936850.558,117500,Glamorgan,1755477.914,5936850.558,183,9,-999,-999,-999,-999,-999,-999,-999,-999,201
117600,Oteha East,1753796.734,5935185.659,117600,Oteha East,1753796.734,5935185.659,117,24,9,-999,-999,-999,-999,6,-999,-999,159
117700,Northcross,1754583.269,5935717.673,117700,Northcross,1754583.269,5935717.673,156,15,12,-999,-999,-999,-999,6,-999,-999,195
117800,Oteha West,1753320.913,5934585.113,117800,Oteha West,1753320.913,5934585.113,81,9,-999,-999,-999,-999,-999,-999,-999,-999,96
117900,Waiake,1755810.707,5936251.105,117900,Waiake,1755810.707,5936251.105,234,12,9,-999,-999,-999,-999,9,-999,-999,267
118000,Waitakere,1737349.04,5919885.284,118000,Waitakere,1737349.04,5919885.284,117,18,9,-999,-999,-999,-999,-999,-999,-999,150
118100,Albany South,1752629.072,5932737.941,118100,Albany South,1752629.072,5932737.941,171,18,-999,-999,-999,-999,-999,6,-999,-999,204
118200,Browns Bay South West,1754489.565,5934594.941,118200,Browns Bay South West,1754489.565,5934594.941,198,9,15,-999,-999,-999,-999,-999,-999,-999,228
118300,Browns Bay Central,1755694.05,5935406.946,118300,Browns Bay Central,1755694.05,5935406.946,138,36,12,-999,-999,-999,-999,24,-999,-999,216
118400,Schnapper Rock,1750579.506,5930842.264,118400,Schnapper Rock,1750579.506,5930842.264,210,30,12,-999,-999,-999,-999,-999,-999,-999,255
118500,Pinehill ,1753906.611,5933545.911,118500,Pinehill ,1753906.611,5933545.911,210,21,12,-999,-999,-999,-999,6,-999,-999,249
118600,North Harbour,1753108.632,5931899.093,118600,North Harbour,1753108.632,5931899.093,78,51,21,-999,-999,-999,-999,21,-999,-999,174
118700,Browns Bay South East,1755176.551,5934253.095,118700,Browns Bay South East,1755176.551,5934253.095,162,12,-999,-999,-999,-999,-999,-999,-999,-999,183
118900,Greenhithe West,1749352.188,5928943.746,118900,Greenhithe West,1749352.188,5928943.746,261,33,15,-999,-999,-999,-999,9,-999,-999,321
119000,Rothesay Bay,1756035.31,5934371.032,119000,Rothesay Bay,1756035.31,5934371.032,216,12,9,-999,-999,-999,-999,-999,-999,-999,240
119100,Greenhithe East,1750778.843,5929965.289,119100,Greenhithe East,1750778.843,5929965.289,153,9,9,-999,-999,-999,-999,-999,-999,-999,174
119200,Hobsonville,1745229.936,5924982.919,119200,Hobsonville,1745229.936,5924982.919,69,-999,-999,-999,-999,-999,-999,-999,-999,-999,84
119300,Inlet Waitemata Harbour,1752033.604,5921718.493,119300,Inlet Waitemata Harbour,1752033.604,5921718.493,12,-999,-999,-999,-999,-999,-999,-999,-999,-999,12
119400,Greenhithe South,1751208.574,5929123.336,119400,Greenhithe South,1751208.574,5929123.336,153,9,9,-999,-999,-999,-999,-999,-999,-999,171
