SA2_code_usual_residence_address,SA2_name_usual_residence_address,SA2_usual_residence_easting,SA2_usual_residence_northing,SA2_code_workplace_address,SA2_name_workplace_address,SA2_workplace_easting,SA2_workplace_northing,Work_at_home,Drive_a_private_car_truck_or_van,Drive_a_company_car_truck_or_van,Passenger_in_a_car_truck_van_or_company_bus,Public_bus,Train,Bicycle,Walk_or_jog,Ferry,Other,Total
225500,Whanganui East-Riverlands,1776157.519,5578886.859,225400,Cornmarket,1775249.67,5578409.942,-999,12,-999,6,-999,-999,-999,-999,-999,-999,24
134500,Anzac Avenue,1757989.843,5920558.746,131600,Grey Lynn North,1754733.35,5919385.919,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
146200,Mount Wellington Ferndale,1763201.019,5914418.791,137400,Parnell East,1759352.661,5919586.999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
253700,Kilbirnie Central,1750045.71,5424508.237,254300,Lyall Bay,1750147.892,5423377.578,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
207400,Maungataniwha-Raupunga,1951509.463,5678523.148,207600,Frasertown-Ruakituri,1977831.278,5696900.382,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
132200,Mount Albert North,1753086.675,5917637.497,131900,Mount Albert West,1752184.646,5916851.125,-999,15,-999,-999,-999,-999,-999,18,-999,-999,39
181400,Te Pahu,1787006.552,5800359.085,179800,Hamilton West,1801120.545,5813834.546,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
207300,Wainui-Okitu,2040142.48,5704931.976,206700,Whataupoko West,2037678.94,5709116.214,-999,33,-999,-999,-999,-999,-999,-999,-999,-999,39
253800,Island Bay West,1748013.385,5421882.519,253000,Newtown West,1748665.734,5424986.454,-999,18,-999,-999,6,-999,-999,-999,-999,-999,33
305800,Suffolk,1618489.942,5425156.244,304800,The Wood,1624491.658,5431551.179,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
336100,Lincoln East,1559161.524,5168148.704,326400,Addington North,1569113.391,5179011.619,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
115500,Coatesville,1746755.01,5934629.088,136000,Eden Terrace,1756850.018,5918699.707,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
328900,Phillipstown,1572832.37,5179510.141,327100,Christchurch Central-South,1571108.505,5179358.678,-999,60,-999,-999,15,-999,9,6,-999,-999,96
120700,West Harbour Luckens Point,1746002.26,5924064.489,117300,Albany Central,1752234.194,5933923.727,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,21
129600,Glen Eden West,1745096.247,5913537.657,128500,Te Atatu South-McLeod South,1747056.245,5917074.661,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
206100,Te Hapara South,2035541.996,5709436.166,206800,Gisborne Central,2037100.021,5708100.627,-999,135,21,12,-999,-999,9,-999,-999,-999,186
227000,Bulls,1802847.076,5549610.184,226600,Marton Rural,1802618.305,5557342.637,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,39
318500,Avonhead North,1564214.094,5182838.215,325700,Christchurch Central-West,1570153.997,5180504.269,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,24
140600,Three Kings West,1756119.84,5914445.697,135300,Symonds Street West,1757195.159,5919565.593,-999,6,-999,-999,6,-999,-999,-999,-999,-999,15
188300,Acacia Bay,1862592.472,5712047.59,189100,Hilltop (Taupo District),1869520.262,5711980.279,-999,30,-999,-999,-999,-999,-999,-999,-999,-999,30
119000,Rothesay Bay,1756035.31,5934371.032,134800,Auckland-University,1757717.235,5920148.171,-999,-999,-999,-999,9,-999,-999,-999,-999,-999,15
233100,Woodville,1843481.53,5530923.081,229200,Tremaine,1820729.909,5531297.923,-999,36,-999,-999,-999,-999,-999,-999,-999,-999,42
315900,Sovereign Palms,1573131.406,5198362.777,315000,Southbrook,1567380.291,5202772.71,-999,24,6,-999,-999,-999,-999,-999,-999,-999,30
146300,Point England,1766230.042,5916385.974,141000,Remuera South,1759984.442,5916442.842,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
237100,Paraparaumu Beach West,1767196.003,5471340.648,237600,Waikanae West,1774147.322,5474065.106,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
160100,Manurewa Central,1768257.696,5901112.669,146800,Mangere Bridge,1759262.03,5909893.302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
138100,Balmoral,1755496.28,5916215.797,133300,Quay Street-Customs Street,1758388.036,5920736.217,-999,18,-999,-999,36,-999,-999,-999,-999,-999,63
182500,Karapiro,1825959.896,5805376.666,179400,Hamilton Central,1800941.222,5815100.414,-999,21,6,-999,-999,-999,-999,-999,-999,-999,30
203100,Wainui ,1954168.416,5784956.74,202600,Whakatane West,1948409.601,5790821.457,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
125000,Ranui South East,1743022.658,5918137.16,136400,Parnell West,1758501.104,5919538.513,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
162100,Takanini South,1772429.334,5898757.852,150200,Mangere Central,1760120.133,5906831.242,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
251200,Aro Valley,1747346.868,5426917.809,250800,Northland (Wellington City),1747411.725,5428767.498,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
200600,Springfield South,1882791.2,5771139.335,201300,Tihiotonga-Whakarewarewa,1884892.344,5770976.804,-999,39,-999,-999,-999,-999,6,-999,-999,-999,48
247600,Tawa North,1752777.591,5441410.367,240100,Aotea,1755896.469,5445342.732,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
121100,Swanson Rural,1740009.793,5917165.816,132500,Konini,1746393.848,5911719.443,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
149900,Awhitu,1744943.723,5887251.987,164700,Waiuku Central,1753223.548,5875346.958,-999,87,12,-999,-999,-999,-999,-999,-999,-999,102
252400,Mount Cook East,1748808.125,5426136.249,251700,Vivian West,1748435.58,5427012.616,-999,-999,-999,-999,-999,-999,-999,51,-999,-999,63
231700,Hokowhitu Central,1822971.045,5528784.928,228400,Feilding Central,1819569.088,5542557.539,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
241900,Elderslea,1772761.113,5445858.682,251400,Wellington Central,1748699.409,5428091.096,-999,33,-999,-999,-999,69,-999,-999,-999,-999,114
242400,Ebdentown,1773987.402,5445989.841,242200,Trentham South,1771254.627,5442705.415,-999,42,-999,-999,-999,-999,-999,-999,-999,-999,48
199200,Pukehangi South,1881080.347,5773559.009,201700,Kaingaroa-Whakarewarewa,1902491.205,5759945.177,-999,15,6,-999,-999,-999,-999,-999,-999,-999,27
320200,Ilam North,1565172.744,5182091.877,317500,Russley,1564307.123,5184300.776,-999,39,6,-999,-999,-999,-999,-999,-999,-999,54
302500,Wakefield Rural,1610145.808,5406096.305,305600,Grampians,1622899.618,5428280.539,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
320900,Papanui East,1568879.139,5183803.491,322200,Rutland,1569498.663,5182867.147,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
231500,Ruamahanga,1824375.972,5530132.662,229800,Palmerston North Hospital,1822096.403,5531029.522,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,36
158200,Mission Heights South,1772005.127,5907261.481,141500,Epsom East,1758446.314,5915266.925,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
181400,Te Pahu,1787006.552,5800359.085,175200,Te Rapa North,1795692.731,5821568.625,-999,21,12,-999,-999,-999,-999,-999,-999,-999,36
193800,Tauranga Central,1879300.025,5825025.981,197100,Palm Beach South-Gravatt,1888870.155,5822599.738,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
353900,Otago Peninsula,1417313.005,4917527.755,352600,Green Island,1401239.749,4913081.127,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
152600,Massey Road South,1762205.395,5906698.299,144200,Ellerslie West,1760921.739,5914811.859,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
179600,Peachgrove,1802322.182,5816450.144,179300,Claudelands,1801485.433,5816162.798,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
231300,Awapuni South ,1820162.045,5527075.195,227300,Ohakea-Sanson,1803797.805,5545673.598,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
255400,Upper Plain,1817281.952,5469682.635,255900,Masterton Central,1824029.553,5463329.275,-999,87,21,-999,-999,-999,-999,-999,-999,-999,120
324000,Travis Wetlands,1574827.187,5185210.361,327100,Christchurch Central-South,1571108.505,5179358.678,-999,36,9,-999,-999,-999,-999,-999,-999,-999,54
127400,Birkenhead South,1754333.167,5924140.15,128200,Northcote Point (Auckland),1755600.2,5924106.113,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
173100,Eureka-Tauwhare,1814376.795,5820286.042,176300,Te Rapa South,1797415.125,5818291.088,-999,21,12,-999,-999,-999,-999,-999,-999,-999,33
208000,Puketitiri-Tutira,1914618.744,5654984.821,213200,Taradale South,1929132.974,5615928.123,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
242300,Mangaroa,1777701.945,5441686.326,242900,Clouston Park,1775224.025,5446111.407,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
334400,Halkett,1547467.814,5184300.864,320400,Hornby Central,1562485.306,5179198.409,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,30
142500,Waikowhai South,1755582.535,5911469.942,125100,Henderson Lincoln East,1745672.999,5919866.665,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,12
131800,Freemans Bay,1756053.034,5920093.299,152300,East Tamaki,1768053.531,5910316.154,-999,12,12,-999,-999,-999,-999,-999,-999,-999,27
135000,Avondale South (Auckland),1751230.239,5914502.064,145900,Penrose,1762344.246,5912451.073,-999,60,-999,-999,-999,-999,-999,-999,-999,-999,75
162400,Glenbrook,1755770.044,5881294.138,169700,Aka Aka,1757342.856,5871331.968,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
331400,Hillsborough (Christchurch City),1573359.215,5176899.819,317500,Russley,1564307.123,5184300.776,-999,24,6,-999,-999,-999,-999,-999,-999,-999,30
215100,Onekawa South,1934578.089,5618683.246,208900,Omahu Strip,1925140.945,5608327.138,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
121500,Totara Vale North,1754426.894,5930393.411,125900,Milford Central,1757827.194,5928989.889,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
327800,Avonside,1573377.519,5181004.102,317500,Russley,1564307.123,5184300.776,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
184400,Sherwin Park,1805059.956,5789652.396,184300,Fraser Street,1804017.454,5789225.03,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
304300,Atawhai,1626791.888,5433677.295,305200,Victory,1622599.495,5429480.366,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
325300,Edgeware,1571473.429,5182004.245,316500,Paparua,1556546.647,5180480.993,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
148900,Mangere West,1759347.32,5907441.773,133200,Queen Street,1757384.655,5920563.801,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
140400,Mount Roskill Central North,1755278.028,5913825.559,136900,Eden Valley,1756200.68,5917609.624,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
362200,Kew (Invercargill City),1243072.246,4847296.8,361300,Avenal,1242776.741,4850922.934,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
247400,Homedale West,1763301.09,5428980.972,244800,Hutt Central South,1760064.91,5435785.325,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12
112600,Waikoukou Valley,1735379.869,5936238.9,117300,Albany Central,1752234.194,5933923.727,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
218000,Frankleigh Park,1692555.518,5673333.241,217800,Lower Vogeltown,1693271.052,5674669.325,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
320600,Jellie Park,1566344.056,5182098.016,323500,Middleton,1566336.442,5178900.439,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
227700,Mount Taylor,1817467.959,5546754.297,229200,Tremaine,1820729.909,5531297.923,-999,-999,9,-999,-999,-999,-999,-999,-999,-999,15
130200,Saint Marys Bay,1755742.138,5921373.412,133600,Morningside (Auckland),1754366.581,5917801.772,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
153300,Mangere East,1763715.9,5906952.669,128700,Rosebank Peninsula,1749344.815,5917033.048,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
169700,Aka Aka,1757342.856,5871331.968,157600,Wiri West,1765702.429,5902587.403,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
242600,Maoribank,1777072.994,5447303.462,242000,Trentham North,1771700.929,5444481.147,-999,18,-999,-999,6,-999,-999,-999,-999,-999,27
211700,Brookvale,1934187.993,5602750.635,210900,Mayfair,1931550.353,5605044.427,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
111200,Puhoi Valley,1745569.8,5962858.018,136400,Parnell West,1758501.104,5919538.513,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
159400,Clarks Beach,1751663.8,5888413.761,165300,Pukekohe North West,1768286.032,5883226.261,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
249700,Newlands South,1752628.916,5433606.056,253000,Newtown West,1748665.734,5424986.454,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,21
318900,Avonhead West,1563659.155,5182072.971,323000,Merivale,1569215.771,5181772.132,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
213200,Taradale South,1929132.974,5615928.123,214800,Onekawa East,1934950.266,5619450.95,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
163900,Papakura East,1775976.947,5896810.224,145900,Penrose,1762344.246,5912451.073,-999,36,12,-999,-999,6,-999,-999,-999,-999,54
362400,Newfield,1245679.147,4849219.179,360900,Otatara,1238024.096,4846799.502,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
208200,Maraekakaho,1882987.88,5608516.985,210500,Hastings Central,1930095.949,5605165.325,-999,39,12,-999,-999,-999,-999,-999,-999,-999,51
140900,Lynfield South,1753196.771,5911495.323,141500,Epsom East,1758446.314,5915266.925,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
152400,Howick East,1771990.173,5914382.532,157100,Turanga,1777026.173,5907263.773,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,15
108300,Onerahi,1723256.915,6041128.342,107000,Woodhill-Vinetown,1718435.569,6045536.254,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
147200,Mount Wellington Central,1764330.763,5913707.217,149600,Otahuhu Industrial,1762760.644,5909094.333,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
130200,Saint Marys Bay,1755742.138,5921373.412,131800,Freemans Bay,1756053.034,5920093.299,-999,12,-999,-999,-999,-999,-999,18,-999,-999,33
179900,Greensboro,1803428.609,5815436.255,181600,Lake Cameron,1801793.135,5808084.798,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
314500,Rangiora South West,1566382.534,5204462.036,315700,Kaiapoi North West,1572268.968,5197979.431,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
361100,Gladstone (Invercargill City),1242764.356,4851881.906,361700,Glengarry,1245501.767,4850969.703,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,24
133300,Quay Street-Customs Street,1758388.036,5920736.217,133500,Grey Lynn East,1756182.21,5919023.466,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,15
121500,Totara Vale North,1754426.894,5930393.411,125400,Milford West,1757090.072,5929053.018,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
244000,Alicetown-Melling,1758746.6,5435754.596,243000,Upper Hutt Central,1774286.377,5445054.658,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
358300,Oreti River,1237485.517,4894987.129,358200,Lumsden-Balfour,1258549.845,4924436.715,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
171800,Te Uku,1770447.36,5805370.455,172100,Ngaruawahia Central,1789192.256,5829034.75,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
137900,Wesley West,1753823.781,5914967.045,137000,Sandringham Central,1754503.643,5916127.302,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,12
252500,Mount Victoria,1749665.221,5426528.048,254900,Miramar South,1751838.752,5424050.795,-999,12,-999,-999,9,-999,-999,-999,-999,-999,27
141900,Meadowbank West,1762732.603,5918041.451,134400,Kingsland,1755609.252,5918092.572,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
329100,Somerfield East,1570076.743,5177012.032,317500,Russley,1564307.123,5184300.776,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33
319700,Avonhead South,1563797.631,5181095.701,323000,Merivale,1569215.771,5181772.132,-999,18,-999,-999,-999,-999,-999,-999,-999,-999,18
180900,Glenview,1801610.344,5811778.696,179400,Hamilton Central,1800941.222,5815100.414,-999,66,-999,-999,9,-999,9,-999,-999,-999,90
317600,Regents Park,1567859.787,5186845.18,319100,Islington-Hornby Industrial,1560282.418,5177698.809,-999,6,6,-999,-999,-999,-999,-999,-999,-999,12
136500,New Lynn South,1749892.898,5912557.435,157600,Wiri West,1765702.429,5902587.403,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,21
129700,Herne Bay,1754393.981,5920933.322,118600,North Harbour,1753108.632,5931899.093,-999,18,12,-999,-999,-999,-999,-999,-999,-999,30
322200,Rutland,1569498.663,5182867.147,331800,Brookhaven-Ferrymead,1575787.196,5176939.858,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
335600,Trents,1556806.38,5172922.368,335000,Springston,1549647.807,5166190.497,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
167200,Thames Coast,1826343.317,5901575.298,167600,Thames North,1826155.394,5887501.244,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,24
337300,Winchmore-Wakanui,1506000.956,5131548.725,337200,Chertsey,1516893.966,5147037.718,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21
131000,Kelston South,1748129.656,5914507.809,118600,North Harbour,1753108.632,5931899.093,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,15
307700,Mayfield,1679473.474,5405015.469,308000,Riversdale-Islington,1680707.994,5404566.737,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
162400,Glenbrook,1755770.044,5881294.138,164800,Waiuku East,1753853.911,5875099.069,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
168800,Hauraki Plains East,1825626.024,5875671.833,168900,Ngatea,1820890.919,5871266.779,-999,21,-999,-999,-999,-999,-999,-999,-999,-999,30
163000,Papakura North,1773199.401,5896983.845,160100,Manurewa Central,1768257.696,5901112.669,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
328000,Halswell South,1564907.479,5173631.996,336000,Lincoln West,1557892.182,5167594.099,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
127800,Henderson Valley Park,1744094.89,5915859.56,125700,Henderson Lincoln South,1744724.508,5918626.168,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
138400,Mount Eden West,1756270.051,5916580.09,138100,Balmoral,1755496.28,5916215.797,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
238100,Waikanae East,1775189.489,5473927.922,236800,Waikanae Beach,1770834.152,5474292.089,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
119800,West Harbour West,1744714.75,5924008.361,119200,Hobsonville,1745229.936,5924982.919,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
166400,Ararimu,1784944.131,5886805.447,164300,Drury,1772088.761,5891605.853,-999,18,6,-999,-999,-999,-999,-999,-999,-999,24
142100,Hillsborough West (Auckland),1755639.701,5912589.032,136100,Grafton,1757629.885,5919184.097,-999,27,-999,-999,6,-999,-999,-999,-999,-999,42
141700,Epsom South,1757355.009,5914276.544,143400,Royal Oak East (Auckland),1758263.293,5913442.316,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
132900,Fruitvale,1748293.778,5913323.105,138500,Newmarket,1758395.046,5918236.836,-999,12,-999,-999,-999,18,-999,-999,-999,-999,27
361200,Rosedale,1243875.66,4852217.144,360600,Prestonville-Grasmere,1241791.341,4853150.778,-999,24,15,-999,-999,-999,-999,-999,-999,-999,42
209000,Lochain Park,1924659.962,5607629.615,212800,Onekawa West,1933849.636,5620868.478,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
178600,Temple View,1795311.88,5811543.358,177900,Dinsdale North,1797748.615,5815258.876,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
158700,Clendon Park North,1765453.951,5900797.451,145500,Onehunga-Te Papapa Industrial,1759864.198,5911824.346,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,33
141500,Epsom East,1758446.314,5915266.925,136400,Parnell West,1758501.104,5919538.513,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,21
125200,Birkenhead West,1752796.657,5925237.351,123500,Wairau Valley ,1754795.025,5928844.445,-999,45,18,-999,6,-999,-999,-999,-999,-999,78
161100,Wattle Downs West,1766746.422,5897794.34,166000,Pukekohe Central,1769781.833,5880236.443,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
352600,Green Island,1401239.749,4913081.127,356200,Bruce,1374703.533,4893772.948,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
362900,Kingswell,1244442.701,4846530.938,362300,Kennington-Tisbury,1248230.65,4848946.721,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
217200,Whalers Gate,1689694.476,5673190.155,218500,Waitara West,1706214.202,5682785.207,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
165500,Pukekohe West,1767555.433,5881163.477,147900,Auckland Airport,1757873.858,5904865.704,-999,48,-999,-999,-999,-999,-999,-999,-999,-999,54
139100,Wesley East,1754491.081,5914454.557,145900,Penrose,1762344.246,5912451.073,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
251700,Vivian West,1748435.58,5427012.616,249400,Karori Park,1744511.662,5428436.082,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
125200,Birkenhead West,1752796.657,5925237.351,133000,Devonport,1760248.166,5922793.862,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,9
142100,Hillsborough West (Auckland),1755639.701,5912589.032,147900,Auckland Airport,1757873.858,5904865.704,-999,57,-999,-999,-999,-999,-999,-999,-999,-999,66
139700,Mount Roskill North,1755401.914,5914740.533,152300,East Tamaki,1768053.531,5910316.154,-999,27,6,-999,-999,-999,-999,-999,-999,-999,36
241600,Poets Block,1771760.562,5445581.835,245700,Gracefield,1760116.522,5432820.526,-999,24,-999,-999,-999,-999,-999,-999,-999,-999,33
175500,Flagstaff South,1797389.604,5821842.54,180300,Melville South,1800559.729,5812187.892,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
144800,Ellerslie South,1761758.175,5914601.645,133800,Hobson Ridge South,1756737.43,5919843.318,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
125300,Te Atatu Peninsula East,1747671.013,5921213.344,133600,Morningside (Auckland),1754366.581,5917801.772,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
123600,Forrest Hill East,1756393.45,5929840.868,136400,Parnell West,1758501.104,5919538.513,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
146200,Mount Wellington Ferndale,1763201.019,5914418.791,128700,Rosebank Peninsula,1749344.815,5917033.048,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
159000,Totara Heights,1769081.318,5903257.967,159300,The Gardens (Auckland),1770219.937,5903242.851,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
137300,Green Bay North,1750098.997,5911978.792,136100,Grafton,1757629.885,5919184.097,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
195400,Pyes Pa North,1875629.49,5818291.801,195700,Poike,1877656.972,5819226.335,-999,15,-999,-999,-999,-999,-999,-999,-999,-999,18
158900,Tuscany Heights,1774013.839,5905647.093,138500,Newmarket,1758395.046,5918236.836,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
176000,Pukete East,1797756.138,5820481.746,179200,Ruakura,1804121.902,5816907.652,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
142900,Hillsborough East (Auckland),1756458.065,5912574.744,157600,Wiri West,1765702.429,5902587.403,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
242900,Clouston Park,1775224.025,5446111.407,242300,Mangaroa,1777701.945,5441686.326,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
244200,Boulcott,1761360.288,5437325.326,251700,Vivian West,1748435.58,5427012.616,-999,6,-999,-999,-999,-999,-999,-999,-999,-999,6
249100,Crofton Downs,1747597.101,5431155.628,248000,Grenada North,1754248.677,5439933.469,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
132900,Fruitvale,1748293.778,5913323.105,136700,Titirangi South,1747474.79,5909858.023,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
157300,Ormiston North,1770308.741,5907396.66,133200,Queen Street,1757384.655,5920563.801,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,18
252400,Mount Cook East,1748808.125,5426136.249,251300,Wellington University,1748011.652,5427644.255,-999,-999,-999,-999,-999,-999,-999,9,-999,-999,15
315000,Southbrook,1567380.291,5202772.71,314400,Rangiora Central,1567208.113,5205478.892,-999,27,-999,-999,-999,-999,-999,-999,-999,-999,39
319200,Burnside,1565718.992,5183227.955,324900,Hagley Park,1569279.482,5180196.929,-999,21,-999,6,-999,-999,6,-999,-999,-999,42
337200,Chertsey,1516893.966,5147037.718,337800,Allenton East,1500206.643,5139462.915,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
229500,Westbrook,1818925.729,5529571.668,232500,Pihauatua,1820870.176,5518720.388,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,12
166300,Bombay Hills,1777752.749,5883796.014,152300,East Tamaki,1768053.531,5910316.154,-999,27,9,-999,-999,-999,-999,-999,-999,-999,36
240900,Ranui Heights ,1755240.491,5442762.995,239800,Paremata,1756791.842,5448587.872,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
322200,Rutland,1569498.663,5182867.147,324900,Hagley Park,1569279.482,5180196.929,-999,9,-999,-999,-999,-999,12,-999,-999,-999,27
138700,Epsom North,1757811.403,5917313.252,135800,St Lukes,1754291.715,5916839.873,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
170100,Onewhero,1766082.724,5863077.863,152700,Middlemore,1764081.673,5907928.505,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
160300,Hillpark South,1769062.888,5901534.42,159300,The Gardens (Auckland),1770219.937,5903242.851,-999,12,-999,-999,-999,-999,-999,-999,-999,-999,15
124400,Birkdale South,1752341.76,5925906.975,138500,Newmarket,1758395.046,5918236.836,-999,30,9,-999,-999,-999,-999,-999,-999,-999,42
145200,Oranga,1760375.817,5913367.284,133300,Quay Street-Customs Street,1758388.036,5920736.217,-999,-999,-999,-999,-999,9,-999,-999,-999,-999,18
213900,Marewa West,1935027.321,5620573.27,214900,Tareha Reserve,1930980.892,5615763.048,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,6
230700,Awapuni North ,1819785.398,5527927.599,232000,Ruahine,1823431.916,5527841.069,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,12
116900,Fairview Heights,1753337.827,5935915.89,133500,Grey Lynn East,1756182.21,5919023.466,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,9
124200,Ranui South West,1742064.607,5918200.769,152300,East Tamaki,1768053.531,5910316.154,-999,9,-999,-999,-999,-999,-999,-999,-999,-999,9
